title,company,location,description
Marketing Planner & Controller (m/w/d) – befristet,Klingel Gruppe,Pforzheim,Marketing Planner & Controller (m/w/d) – befristet.Mit mehr als 2.200 Mitarbeitern an 9 Standorten sowie 15 Marken in 12 Ländern ist die KLiNGEL Gruppe der…
Senior Scientist,CSL Behring,Marburg an der Lahn,"Evaluation of experimental data and derivation of next steps.Operation of complex devices, program scripting, processing and preparation of raw data."
(Junior) Consultant (m/w/d) am Standort Hamburg,Omnicom Media Group Germany,Hamburg,"Annalect ist Teil der Omnicom Media Group, die Mediaholding der Omnicom, einer weltweit führenden Kommunikations-, Werbe- und Marketingdienstleistungsgruppe."
WELLA - Senior Manager Supply Chain Sustainability and Value Creation,coty,Darmstadt,Technical background e.g. based on natural / material science or engineering education.Define site network across all sites providing data on sustainability –…
Employee with uni­versity degree - salary grade E13 TV-L Ber­liner Hoch­schu­len - Strategy Officer for the ENHANCE Net­work,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Senior Data Scientist,Fy!,Berlin,"Lead the collection of new data sources and the refinement of existing data sources.Take ownership of the data products you create, iteratively improve them…"
(Junior) Consultant (m/w/d) am Standort Düsseldorf,Omnicom Media Group Germany,Düsseldorf,"Annalect ist Teil der Omnicom Media Group, die Mediaholding der Omnicom, einer weltweit führenden Kommunikations-, Werbe- und Marketingdienstleistungsgruppe."
Project Manager Artificial Intelligence (AI) (m/f/d),IUBH Internationale Hochschule,München,"University degree in a tech related program or with focus on quantitative methods (e.g. mathematics, informatics, statistics, data science)."
Scientific Employee (f/m/d) for Education and Training,Leibniz-Rechenzentrum,Garching bei München,"You own a university degree (diploma, master) in computer science, mathematics or a comparable university degree.We are currently looking for a."
Corporate Digital Audit Manager (f/m/x),ZEISS Group,Oberkochen,"A university degree in natural sciences, computer science, mathematics, or similar.Ideally at least 2 years of professional experience in e.g. data analytics,…"
Embedded Software Engineer (m/f/d),VORWERK ELEKTROWERKE GMBH & CO. KG,Wuppertal,As technical skill you have a strong proficiency in writing and reviewing source code (C++/Scripting) and a good knowledge about developing algorithms and data…
Application Specialist in Advanced Light Microscopy - EMBL Imaging Centre,European Molecular Biology Laboratory,Heidelberg,"Supporting users in all aspects of advanced light microscopy as well as correlative microscopy experiments: sample preparation, introduction to the imaging…"
HIGH-TICKET SALES WORKING STUDENT (m/f/d),BELL VENTURES,Berlin,"Early-stage startup experience, ideally as a product manager/owner who has worked very cross-functionally (marketing, customer success, sales, data, etc.)."
Wissenschaftliche/r Beschäftigte/r (m/w/d),Technische Universität,Dortmund,"Mit über 6.300 Beschäftigten in Forschung, Lehre und Verwaltung und ihrem einzigartigen Profil gestaltet die Technische Universität Dortmund…"
IT-Spezialist (m/w/d),BenFit-Nutrition GmbH,Düsseldorf,"Studienschwerpunkte: Informatik, angewandte Informatik, computational Engineering, data Science, digital Engineering.Wir suchen unseren IT-Spezialisten*."
Sachbearbeiter/in Telekommunikationsüberwachung (TKÜ) + ESB,Generalzolldirektion Köln,Köln,Eine/n Sachbearbeiter/in (w/m/d) für das Aufgabengebiet.Telekommunikationsüberwachung und Elektronische Schnittstelle der Behörden.
Scientific Project and Communications Manager,Deutsches Krebsforschungszentrum,Heidelberg,Other activities include the interaction with data stewards and legal experts to develop concepts for managing GHGA data.Possibility to work part-time.
Marketing Technologies Engineer,Gradle Inc.,Berlin,"Gradle marketing is a highly data- and automation-driven environment.Bachelor/Master Degree in an engineering field, computer science, or information systems…"
"(Junior) DevOps Engineer, Infrastructure (f/m/d)",SAP,Walldorf,Work Area: Software-Development Operations.Employment Type: Part Time or Regular Full Time.Do you want to help us build and launch our next generation cloud…
Client Service Consultant (m/w/d),Cocomore AG,Frankfurt am Main,"Die Cocomore AG ist eine Agentur für Marketing, IT & Experience Design mit 180 Mitarbeiterinnen und Mitarbeitern und Büros in Frankfurt/Main, Genf, Köln und…"
(Senior) React Frontend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
"(Junior) Software Developer, Infrastructure (f/m/d)",SAP,Walldorf,Work Area: Software-Design and Development.Employment Type: Part Time or Regular Full Time.Do you want to help us build and launch our next generation cloud…
Federal Volunteer Service or Internship as Communications and Project Assistant in the Food Industry & Retail Department Germany (m/f/d),ProVeg International,Berlin,"Collaborations with experts from science and research.This includes company and product research, data maintenance, review of best practices, evaluation of…"
Technical Staff Engineer SW development,Microchip Technology,Karlsruhe,"Bachelors / Masters in Electrical / Electronics/ Computer science Engineering.Skills in programming in C, X86 assembly, C data structures."
Programmatic & Paid Social Manager (w/m/d),Zalando,Berlin,"Gained at least 3 years experience in Digital Advertising within an Agency or Advertiser and hold a university degree in either marketing, data science,…"
"Senior ECM Consultant [m/w, 80-100%]",Data,München,"We require a higher education in computer science (Bachelor Degree) as well as proven experience and sound knowledge in the ECM area, especially OpenText…"
Data Steward (m/w/d),Amadeus FiRe,Hamburg,Data Steward (m/w/d).Im Auftrag eines Handelsunternehmens mit Sitz im Norden von Hamburg suchen wir zum nächstmöglichen Zeitpunkt und im Rahmen der…
EDRS Mission Operations Centre (MOC) Operator,ATG Europe,Ottobrunn,Maintenance of actual mission planning data and the mission schedule;For our client we are looking for an EDRS Mission Operations Centre (MOC) Operator for…
Stammdatenspezialist / Analytiker,ITech Consult,Rheinfelden,"Stammdatenspezialist / Analytiker - SAP-Systemkenntnisse, Data Management, Lean Methodologie, Englisch und Deutsch, MES, Automatisierungsprozessen."
AI Software Engineer (m/w/d),SWJ Engineering GmbH,Ingolstadt,Die SWJ GRUPPE ist ein international tätiges Ingenieur- und Consultingunternehmen.Das Leistungsspektrumreicht von der Planung einzelner Gewerke über…
Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data (Image).Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk…"
"Teil-Projektleitung (m/w/d) Open Government im Projekt Ulm4CleverCity [Vollzeit, unbefristet]",Stadt Ulm,Ulm,Wir suchen zum nächstmöglichen Zeitpunkt.Eine Teil-Projektleitung (m/w/d) Open Government .Im Rahmen des Förderprogramms Smart Cities made in Germany wird im…
"Teil-Projektleitung (m/w/d) Daten- und Dienste Plattform [Vollzeit, unbefristet]",Stadt Ulm,Ulm,Wir suchen zum nächstmöglichen Zeitpunkt.Eine Teil-Projektleitung (m/w/d) Daten- und Dienste Plattform .Im Rahmen des Förderprogramms Smart Cities made in…
Senior Software Engineer (Backend) @ Kausa,Kausa,Berlin,"Develop and operate a distributed data processing pipeline for streams and tables, including a modern, columnar query engine, to connect our analytics platform…"
(Senior) ABAP Developer (f/m/d) S/4HANA for Concur Integration,SAP,Sankt Leon-Rot,"University degree in computer science, engineering or similar area.The integration functionality as of today includes the setup of the integration, master data…"
Spezialist für Künstliche Intelligenz,Brunel,Münster,Wenn Sie gemeinsam mit uns interessante und herausfordernde Projekte im Bereich der Künstlichen Intelligenz umsetzen wollen und eine attraktive sowie…
Development Manager - Cloud HCM Analytics (f/m/d),SAP,Walldorf,"Bachelors / Master’s in engineering or Computer science or in related fields.Continuously improve the quality of team's work by making data-driven decisions,…"
Food Safety and Service Manager,Ecolab,Monheim am Rhein,The chance to make a direct impact and manage the team that will support our Food and Beverage customers to overcome the challenges in Food Safety: safe…
"(Senior) ABAP Software Developer (Opentext/IXOS) in Sofia, Bulgaria (m/f/diverse)",Commerzbank AG,Würzburg,Root course analysing of system functions and failures or data transfer processes and problems;Your responsibilities would consist of:
Spezialist Biokompatibilität Implantate,Brunel,Mannheim,Experience in the evaluation of bioanalytical data and in the evaluation of Biocompatibility in accordance to ISO 10993 and EN ISO 7405.
Senior Software Engineer (m/w/d),Allymatch GmbH,Mainz,"Understanding and implementation of security and data protection.Solid foundation in data structures, algorithms, and system design."
Medical doctor specialized in international medical deployments (m/f/d),Robert Koch-Institut,Berlin,"Your data will be deleted immediately after the completion of the application process.The Institute's facilities are set in the environment of a clean, green…"
Technical Product Manager (Application Platform) (m/w/d),AutoScout24,München,A data-driven approach to decision making.We are building an industry leading cloud platform environment that makes high quality development fast and easy for…
Senior Solutions Architect - cloud native - limited travel,AWS EMEA SARL (Germany Branch),Berlin,"Background in any of the following: Cloud Architecture, Systems Design, Software Development, Infrastructure Architecture, Data Engineering or DevOps."
Integration Product Owner for the Siemens / SAP Solution Portfolio and Integration (m/f/d),SAP,München,"Diploma / master’s degree in business, technology, computer science, or similar.Deep understanding of PLM and Pproduct Data Management master data, as well as…"
Senior Cyber Transformation Lead,Leidos,Stuttgart,"Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the…"
Senior Software Engineer - Identity and Access Management (f/m/d),KOBIL Systems GmbH,Home Office,"Today, KOBIL solutions are the standard for digital identity and highly secure data technology.Be part of a team developing highly available, scalable, and…"
Senior Consultant (m/w/d) SAP Analytics Cloud,CAS Concepts and Solutions AG,Hamburg,Zur Unterstützung unseres Branchenbereiches INSURANCE suchen wir zum nächstmöglichen Zeitpunkt einen Senior Consultant (m/w/d) SAP Analytics Cloud zur Beratung…
Softwareentwickler/in (m/w/d),Leibniz-Gemeinschaft,Karlsruhe,Softwareentwickler/in (m/w/d).FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur (FIZ KA).Die Kernaufgabe von FIZ Karlsruhe ist die professionelle…
Senior Site Reliability Engineer,Amazon Development Center DEU,Berlin,“Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
Senior IT Compliance Specialist (f/m/d): Enterprise Cloud Services Delivery - Financials/Banking,SAP,Sankt Leon-Rot,Employment Type: Regular Full Time.SAP started in 1972 as a team of five colleagues with a desire to do something new.In your role you will:
Datenmanager für Pharmakonzern (m/w/d),Herrmann Personaldienste GmbH,Leverkusen,Unser Kunde ist ein global führender Konzern aus den Bereichen Pharma und Pflanzenschutz mit weit über 100.000 Beschäftigten.IHR DIREKTER WEG ZU UNS.
Full Stack Developer (m/w/d),Allymatch GmbH,Mainz,"Understanding and implementation of security and data protection.Solid foundation in data structures, algorithms, and system design."
Datenmanager für Pharmakonzern (m/w/d),Herrmann Personaldienste,Leverkusen,Im Mittelpunkt unseres Handelns steht Ihre Zufriedenheit!Die Herrmann GmbH Office + IT Service ist seit 20 Jahren auf die Vermittlung und Überlassung von Fach-…
Developer (Associate) SAP S/4 HANA (f/m/d) SAP Innovative Business Solutions - Commodity Management,SAP,Walldorf,"Bachelor’s or master’s degree in computer science, business informatics or a related discipline.We at IBSO make innovation real by using the latest…"
Interim SAP Basis Administrator (m/w/d),AVANTGARDE Experts,Boppard,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Interim SAP FI/CO Berater (m/w/d),AVANTGARDE Experts,Boppard,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Data Scientist (m/w/d),CONSUS,Freiburg,Du hast ein Händchen für die Lösung kniffliger Probleme und tauchst gerne ab in die faszinierende Welt datengetriebener Algorithmen?Data Scientist (m/w/d).
Director of Data Science,Alldus,Berlin,Strategize and lead the optimization of marketing budgets through complex data science modelling.A technical background in data science consisting of…
PostDoc Data Scientist (m/f/d),BASF,Ludwigshafen am Rhein,"PhD in science (Physics, Chemistry, Materials Science) or computer science.Well-profound knowledge of Python and R as applied to data science and web APIs."
Data Scientist (m/w/d) Machine Learning / Customer Data,Daimler TSS GmbH,Stuttgart,"Daimler TSS - IT-EXZELLENZ: GANZHEITLICH, INNOVATIV, NAH.Wir bauen keine Autos, sondern gestalten innovative, ganzheitliche IT-Lösungen für Daimler."
"PostDoc ""Biogeochemical Modelling and Data Assimilation"" (m/f/d)",Alfred-Wegener-Institut für Polar- und Meeresforsc...,Bremerhaven,Perform data assimilation experiments with physical and biological remote-sensing data in order to improve model predictions.The AWI is characterised by.
PostDoc Data Analytics in Machine Learning (m/f/d),BASF,Ludwigshafen am Rhein,"You will work in an agile team performing both data integration and data analysis over a broad range of projects.At BASF, the chemistry is right."
WISSENSCHAFTLICHER MITARBEITER (M/W/D) –SOFTWARE ENGINEERING FOR DATA SCIENCE,fortiss GmbH,München,Fortiss ist das Landesforschungsinstitut des Freistaats Bayern zur Entwicklung softwareintensiver Systeme mit Sitz in München.Was wir Ihnen bieten können:
"Consultant Advanced Analytics, Data Science (m/w/d) / New Data Solutions",msg systems,Berlin,"Sie denken smart, begeistern sich für modernste Technologien und sind erst zufrieden, wenn alle Prozesse und Systeme einwandfrei funktionieren?"
Data Scientist (m/w/d),bonprix,Hamburg,Wir sind ein international erfolgreicher Modeanbieter und in 30 Ländern weltweit vertreten.Bonprix zählt zu den Top E-Commerce Unternehmen in Europa und ist…
Actuarial Data Scientist,Munich Re,München,"It is responsible for coordinating data and system development, data integration, and data analytics topics for more than 50 markets, 500+ cedents, and 1,500+…"
Scientist (m/f/d) | In-situ Transmission Electron Microscopy,Max Planck Institute of Microstructure Physics,Halle (Saale),"Programming capabilities for data or image analysis.Parkin, is currently recruiting a scientist (m/f/d) in the field of materials science research using in…"
(Senior) Consultant Data Science / Data Management (w/m/d),zeb.consulting,Berlin,Gestalte mit deinem Format als Consultant für Data Science / Data Management analytische Modelle in der Finanzbranche.
Senior Data Scientist - Candidate Insights Team,SmartRecruiters Inc,Berlin,"Advocacy: Lead data initiatives and foster a data culture, encourage and advocate for a team-wide data-first mindset by connecting data projects to business…"
Senior Data Analyst - Marketing (m/f/x),Trade Republic Bank GmbH,Berlin-Kreuzberg,Familiar with collaborating with dedicated data engineering and data science teams.Proactively identify high-impact data project opportunities with the…
Data Science & Operational Research Senior Specialist (m/w/d),BASF Digital Solutions GmbH,Ludwigshafen am Rhein,"Die Digitalisierung ist ein wichtiges Unterscheidungsmerkmal für BASF, um sich als weltweit führendes Chemieunternehmen für unsere Kunden zu positionieren."
Several student assistantships available for projects related to COVID-19,Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen,"Both the math program and the data are already available.Instead the student is expected to read research articles, gather data, code the models that we…"
Data Scientist (M/W/D),Technology & Strategy,München,Data Scientist (M/W/D).Verstärken Sie unser Team und werden Sie Teil eines jungen erfolgreich wachsenden Unternehmens!
High-Ticket Sales Working Student (m/f/d),Bell Ventures,Berlin,"Early-stage startup experience, ideally as a product manager/owner who has worked very cross-functionally (marketing, customer success, sales, data, etc.)."
Scientist for in-situ Transmission Electron Microscopy,Max-Planck-Institut für Mikrostrukturphysik,Halle (Saale),"Programming capabilities for data or image analysis.Parkin, is currently recruiting a scientist in the field of materials science research using in-situ…"
Software-Entwickler für Computer Vision (w/m/d),eClever Entwicklungs OHG,Dresden,"Wir möchten die Elektromobilität vorantreiben - sei dabei!Unsere offene Unternehmenskultur bietet Dir die Möglichkeit, Dein persönliches und auch fachliches…"
DfT Internship (m/f/d),Apple,München,"Basic understanding in data management tools.Imagine what you could do here.At Apple, new ideas have a way of becoming extraordinary products, services, and…"
STUDENT@ZURICH (M/W/D) IM AI/ML LABOR DER ZURICH DEUTSCHLAND,Zurich Gruppe Deutschland,Köln,"Wenn´s um Ihre Ideen geht.Suchen Menschen, die ihre Meinung.Vertreten, für ihre Ideen kämpfen und.Uns auch mal Contra geben.Besten neue Wege, das Leben."
Medical Science Liaison - Bavaria (m/f/d),Alimera Sciences,München,"Effective and influential communicator - Highly articulate and persuasive during formal and informal presentations; able to convey complex, scientific…"
Technical Product Manager (Data & Data Science) (m/w/d),AutoScout24,München,"A data-driven approach to decision making.We are building tooling for data ingestion & access as well as Data Science & AI solutions, which empower our…"
Career Advisor – EMBL Fellows’ Career Service (maternity coverage),European Molecular Biology Laboratory,Heidelberg,Practical experience in survey-design and data analysis would be advantageous.We are Europe’s flagship research laboratory for the life sciences – an…
Werkstudent Data Cloud (m/w/d),PPI Aktiengesellschaft,Hamburg,Als skill- und marktübergreifend agierendes Team innerhalb von PPI entwickeln wir Lösungen für Banken und Versicherungen.Werkstudent Data Cloud (m/w/d).
"R&D Engineers - LiDAR, Sensor Fusion, Deep Learning and SLAM (INTERNS & WORK STUDENTS)",Conxai Technologies GmbH i.G.,München,"Experience with Deep Learning on LiDAR data.We are an early stage start-up (stealth mode), with a passion to revolutionize the $10+ Trillion global AEC …"
Working Student (m/w/d) Global Brand Marketing,GfK,Nürnberg,"We connect data, science and innovative digital research solutions to provide answers for key business questions around consumers, markets, brands and media."
Data Engineer (m/w/d) für Elektronenstrahl- und Lasertechnologie sowie Additive Fertigung,Pro Beam,Gilching,Die pro-beam Gruppe ist mit fünf Standorten weltweit ein führendes Unternehmen im Bereich der Elektronenstrahl- und Lasertechnologie.
Datenanalyse & Energiehandel (m/w/d),The Mobility House GmbH,München,Datenanalyse & Energiehandel m/w/d.Teil unserer Vision zu werden - gemeinsam eine emissionsfreie Energie- und.Kochen & Grillen auf unserer Dachterrasse.
Werkstudent (w/m/d) Data-Management und Data-Mining im Bereich Windenergie,Gesellschaft: EnBW Energie Baden-Württemberg AG,Hamburg,Werkstudent (w/m/d) Data-Management und Data-Mining im Bereich Windenergie.Gesellschaft: EnBW Energie Baden-Württemberg AG.Referenznummer: X T-BEP W 02310545.
Mathematiker zur Tarifierung und Produktgestaltung (w/m/d),HUK-COBURG Versicherungsgruppe,Coburg,"Vollzeit, ab 01.01.2021 in Coburg, unbefristet.Berufserfahrene und Einsteiger finden bei uns neben einem tollen Team aus mehr als 10.000 netten Kollegen und…"
Medical Scientific Liaison (m/f/d) DACH,Abiomed,Nordrhein-Westfalen,The Medical Scientific Liaison shall act as a medical-scientific expert between Abiomed and the medical community through the communication of medical…
Big Data Developer,Templeton and Partners,Herzogenaurach,"Understanding of data warehousing and data modelling.Someone passionate about working with data.Passion for data, technology and sports."
Data Engineer BI (m/w/d),Harvey Nash GmbH,Berlin,"Für unseren Kunden, eine erfolgreiche Tochtergesellschaft einer der größten privaten Krankenhausbetreiber Deutschlands mit mehr als 14.000 IT-Arbeitsplätzen,…"
Clinical Data Analyst (m/w/d),Herrmann Personaldienste,Leverkusen,Im Mittelpunkt unseres Handelns steht Ihre Zufriedenheit!Die Herrmann Personaldienste GmbH ist seit 25 Jahren auf die Vermittlung und Überlassung von…
BI Data Engineer (m/f/x),New Work SE,Hamburg,"Analysis and integration of new data sources.Maintain internal standards, processes and workflows for data management.New Work SE – for a better working life."
Staff Officer (WIN Services Operation & Management),NATO - OTAN,Geilenkirchen,"Experience in providing configuration control of software and data in client-server environments;Providing technical guidance for user account administration,…"
Data Applications Architect (m/f/d),FSC International,Bonn,"To develop, manage and upgrade the Database management systems used to capture, store and analyze data.To develop user-interfaces (including web-interface) for…"
Junior Online Marketing Manager (m/w/d),datapine GmbH,Berlin,"We have developed a powerful data analysis and visualization solution for small and medium-sized companies.RIB datapine is a young, innovative and fast-growing…"
Data Analyst (m/w/d),Studitemps GmbH,Dormagen,Für einen unserer Partner suchen wir einen engagierten und erfahrenen Data Analyst (m/w/d).Unser Partner steht für ein intelligentes Forderungsmanagement und…
Business Intelligence Engineer,Amazon EU SARL(Germany Branch),München,"Understanding of data warehousing, data modeling concept and building new data tables.Experience in data extraction, transformation, statistical analysis."
Field Application Engineer (m/f/d),Xilinx,München,"From self-driving cars, to world-record genome processing, to AI and big data, to the world's first 5G networks, we empower the world's builders and visionaries…"
Technical Consultant,Mapp Digital,München,We are dealing with real big data scenarios and data from various business models and industries.Mapp Cloud brings customer acquisition and customer engagement…
Case Manager (m/f/d) Cell Therapy,Gilead Sciences,Berlin,"Strong attention to detail and rigorous data accuracy.Graduate-level degree is preferred, preferably in communications, science or counselling."
Senior Data Engineer (w/m/d),Otto (GmbH & Co KG),Hamburg,"Du wirst in der BI Domain Assortment, Partner Management und Logistik arbeiten.Wir setzten alles daran, die Kernprozesse von OTTO besser zu machen und auf…"
Recruitment Consultant,Payments & Cards Network,Berlin,"We're actively looking for a Recruitment Consultant who is fluent in German to join our newly opened location in Berlin, Germany."
Technical Service Specialist,Bio-techne,Wiesbaden,Liaise with other corporate sites for support or quality control data.By joining the Bio-Techne team you will have an impact on future cutting-edge research.
Werkstudent (w/d/m) im Energiehandel,EWE TRADING GmbH,Bremen,"Für die EWE TRADING GmbH, am Standort Bremen Deine neue Stelle: Das Short Term Team bewirtschaftet ein vielseitiges Strom-Portfolio von knapp 3.000 MW…"
"Senior Machine Learning Engineer, Speech Recognition",SoundHound Inc.,Berlin,"Our diverse team of engineers, UX/UI designers, writers, data scientists and linguists are all passionate about creating a world with more conversations."
wissenschaftliche/r Mitarbeiter/in,Stiftung Preußischer Kulturbesitz,Berlin,Bei der Stiftung Preußischer Kulturbesitz - Bundesbehörde - ist im Ethnologischen Museum der Staatlichen Museen zu Berlin - Preußischer Kulturbesitz – zum…
Associate Director - Operations Cost Improvement and Fulfillment Speed,Wayfair,Berlin,"Significant relevant professional experience , including business analytics or data science work experience.Work cross functionally on a global scale with our…"
Werkstudent Onboarding & Entwicklung (w/m/d),Baqend GmbH,Hamburg,Komm an Bord und werde Teil eines der agilsten und innovativsten Technologie-Startups in Hamburg.Als Forschungs-SpinOff der Universität Hamburg erforschen und…
Chief Security Officer at Bosch IoT Start-up,Security and Safety Things,München,Experience: At least 5 years of experience working in computer security / cybersecurity and familiarity with relevant data protection legislation.
Senior Audio Enhancement and Signal Processing Engineer,SoundHound Inc.,Berlin,"Our diverse team of engineers, UX/UI designers, writers, data scientists and linguists are all passionate about creating a world with more conversations."
Data Warehouse Engineer / Developer (m/w/d),Studitemps GmbH,Dormagen,Für einen unserer Partner suchen wir einen engagierten und erfahrenen Data Warehouse Engineer /Developer (m/w/d).
Senior Crop Expert (Potato) / Research Agronomist,Yara,Dülmen,"Good knowledge on data management & analysis, extracting clear insights out of trial data.Korn Ferry will manage your data according to their privacy policy (…"
"PostDoc ""Biogeochemische Modellierung und Datenassimilation"" (m/w/d)",Alfred-Wegener-Institut für Polar- und Meeresforsc...,Bremerhaven,"Die Stelle ist Teil des Projekts SEAMLESS (Services based on ecosystem data assimilation: Essential science and solutions), dass durch das EU Horizon-2020…"
Data Scientist (m/w/d),univativ GmbH,Ulm,Kurzbeschreibung: Data Scientist (m/w/d).Start: Februar 2021 Ende: Dezember 2021 | 40 Stunden pro Woche | Ulm | Automobilbranche | Berufserfahrener | Projekt…
Praktikant (w/d/m) im Energiehandel,EWE TRADING GmbH,Bremen,"Für die EWE TRADING GmbH, am Standort Bremen Deine neue Stelle: Das Short Term Team bewirtschaftet ein vielseitiges Strom-Portfolio von knapp 3.000 MW…"
Technical Architect,Templeton and Partners,Berlin,"Experience with key areas of enterprise architecture, including integration technologies, single sign on, and master data management."
Junior Backend Engineer (m/f/d),solexas GmbH,Karlsruhe,"Degree in computer science or comparable qualifications.Working with agile methods (SCRUM) in an international team of software developers, designers,…"
Senior Machine Learning Research Engineer,SoundHound Inc.,Berlin,"Our diverse team of engineers, UX/UI designers, writers, data scientists and linguists are all passionate about creating a world with more conversations."
BSS Solution Architect,Templeton and Partners,Frankfurt am Main,"Development and maintaining resource data, preparation of business data and loading.You have successfully completed your university degree in business IT,…"
Teamlead IT Recruitment,Templeton and Partners,Berlin,Templeton and Partners wurde vor über 20 Jahren in London gegründet und seitdem haben wir weitere Standorte in Amsterdam und Zürich aufgebaut.
PhD position (65%) in forest sciences (d/f/m),Technische Universität München,München,"Have skills in geospatial computing & data science?The data basis for the area of research will be terrestrial and aerial LiDAR, in combination with auxiliary…"
Bachelor-/Masterarbeit IT,zeb.consulting,Berlin,"Hinterfrage mit deiner Bachelor-/Masterarbeit IT-Themen der Finanzwelt von morgen.Softwareentwicklung, IT-Consulting und Digitalisierungstrends erwarten dich."
"Senior Research Engineer, Neural Text-to-Speech (TTS)",SoundHound Inc.,Berlin,"Our diverse team of engineers, UX/UI designers, writers, data scientists and linguists are all passionate about creating a world with more conversations."
WAN Service Engineer,Microsoft,Frankfurt am Main,"Microsoft’s Cloud Operations & Innovation (CO+I) is the engine that powers our cloud services.As a CO+I Datacenter WAN Service Engineer, you will perform a key…"
Praktikant Privacy Preserving Technologien (w/m/x),BMW AG,München,"Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software.Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die…"
Studentischer Mitarbeiter im IT-Development (w/m/d),zeb.consulting,Münster,"Zeige deine Größe als studentischer Mitarbeiter im IT-Development.Moderne Technologien und Frameworks, spannende Software-Projekte und ein teamorientiertes…"
Delivery Manager,Templeton and Partners,Darmstadt,"Master degree in computer engineering, computer science or MBA with IT specialization and minimum 8+ years of post-graduate experience."
"MANAGER, REGIONAL IT",Collins Aerospace,Heidelberg,Bachelor’s or Master’s degree in information technology/computer science or comparable studies with minimum 6 years of experience.
Digital Commerce Lead (m/w/d) DACH,GSK,München,"Data driven: Strong analytic skills with experience in driving and measuring efficiency and efficacy (analytics, data science, business intelligence)."
"Senior Software Engineer, Recognition Algorithms (C++)",SoundHound Inc.,Berlin,"You possess a deep knowledge of data structures and algorithms, with an ability to innovate.Our diverse team of engineers, UX/UI designers, writers, data…"
AI Software Engineer*,inform GmbH,Ingolstadt,"Geschlecht egal - Hauptsache, Sie passen zu uns!BERUFSFELD(ER): IT / Big Data.BRINGEN SIE IHRE ZUKUNFT inform!Sie entwickeln eigenständig KI-Kernalgorithmen."
Praktikant in der Softwareentwicklung (w/m/d),zeb.consulting,Münster,"Bringe als Praktikant deine Ideen in die Finanzwelt von morgen ein.Moderne IT-Lösungen, agile Methoden der Softwareentwicklung, ein teamorientiertes Umfeld und…"
JUNIOR / SENIOR / MEDIOR ( 3 POSITIONS ) JAVA BACK END DEVELOPER,Templeton and Partners,Dresden,"8+ years from which at least 3 years as a back end Software Developer in a complex, technically demanding and data savvy industry."
DevOps-Engineer (Mensch),SMA Development,Jena,Für unser Büro in Jena suchen wir einen Prozessverbesserer an der Schnittstelle von Softwareentwicklung und Systemadministration.
Salesforce developer,Templeton and Partners,Berlin,Experience in importing and exporting data in Salesforce.com.Templeton and Partners are urgently looking for a Salesforce developer for a 6 month contract in…
EF Südwest TP2 - Wissenschaftlicher MA (Dreßler),Dienstleistungszentrum Ländlicher Raum Rheinpfalz,Neustadt an der Weinstraße,"Das Servicepaket des Dienstleistungszentrums Ländlicher Raum (DLR) Rheinpfalz für wein- und gartenbauliche Berufsbildung, Beratung, Forschung und…"
Softwareentwickler Financial Solutions/Quantitative Methoden (w/m/d),zeb.consulting,Hamburg,Sprenge mit deinem Format als Softwareentwickler die Grenzen von Rechenkernen und Financial Solutions.Tauche ein in modernste Python-Simulationen.
Software Engineer - Python (f/m/d),LeanIX GmbH,Bonn,Build fast data storage and processing architectures.This will include the design of the underlying data structures and continuous deployment of the services.
Team Lead - Product Analytics- REMOTE (m/f/d),Harnham US,Hamburg,"You are leading department-wide initiatives to improve data fluency.You have at least 5+ years of experience in an analytics, product or data science role of…"
Programmatic Consultant (all gender),Havas Media Group Germany,Frankfurt am Main,Im Zentrum dieser Aufgabe steht die Beratung unserer Kunden für den Bereich Programmatic- und Data-Driven-Strategy.
Pricing Analytics Manager (m/w/d),HILTI,Kaufering,"Initial experience in business analytics, data-modelling a plus.Master’s degree in business, economics, mathematics or computer science."
Programmatic Consultant (all gender),Havas,Frankfurt am Main,Zur Ergänzung unseres Teams suchen wir eine/n:Im Zentrum dieser Aufgabe steht die Beratung unserer Kunden für den Bereich Programmatic- und Data-Driven…
Mechanical Engineer / Project Manager (m/f/d) Temperature Control,Thermo Fisher Scientific,Karlsruhe,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue exceeding $25 billion.How will you make an impact?"
