title,company,location,description
Clinical Project Manager,Occlutech,München,"Master’s degree, preferably in a life science, health care or business or equivalent combination of education and applicable job experience."
Customer Success Manager - Testing Services (w/m/d),EPAM Systems,Berlin,"CRM and customer data maintenance.Completed education or degree in computer science, business administration communications or media studies."
Group Leader - Brand Value Cream Cheese (m/f/d),Mondelēz International,München,"BS/MS/PhD the areas of food science, engineering, food technology, chemistry or others scientific degrees.Join our Mission to Lead the Future of Snacking."
Senior Security Consultant,AWS EMEA SARL (Germany Branch),München,Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
Working Student- Technical,AWS EMEA SARL (Germany Branch),Berlin,Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
Wissenschaftliche*r Mitarbeiter*in (d/m/w),Institut für Medizinische Informatik,Göttingen,Das Institut für Medizinische Informatik der Universitätsmedizin Göttingen sucht zum nächstmöglichen Zeitpunkt:Entgelt: Entgelt nach TV-L.
Senior Network Engineer,Jacobs,Stuttgart,"Engineer and lead enterprise data, voice and video networks.Your mission is our mission.We're invested in you and your success.Here’s What You’ll Need:"
Senior Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
DevOps Engineer,TERAKI GmbH,Berlin,"We help our customers on the challenges that are posed by the exploding amounts of data in connected cars for all sensor, video and 3D mapping data."
Backend Engineer (m/f/d),Bonial,Berlin,"Our data-driven decision making empowers our mission and how we work.Degree in computer science, information technology, information systems, or a related…"
Werkstudent [m/w/d] - Training Operations Management,StackFuel GmbH,Berlin-Kreuzberg,In den letzten drei Jahren hat sich StackFuel zu einem der führenden deutschen Anbieter für berufsbegleitende Online-Trainings im Bereich Data Analytics und…
"Manager, Software Development",Amazon Development Center DEU,Dresden,“Protecting your privacy and the security of your data is a longstanding top priority for Amazon.Please consult our Privacy Notice (https://www.amazon.jobs/en…
IT Manager for Technical Expertise (m/f/d),BASF,Ludwigshafen am Rhein,"Key areas include the infrastructure for operating data information systems, connection of remote expert solutions, IT systems for the reliability center and…"
(Senior) React Frontend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
Wissenschaftliche*r Mitarbeiter*in am Lerhstuhl für Controlling & Unternehmenssteuerung / Doctoral Research Associate at the Chair of Management Accountint & Control,Westfälische Wilhelms-Universität Münster,Münster,"During your studies, you acquired knowledge in statistical and empirical research, econometrics, and applied data analysis.Wir freuen uns auf Ihre Bewerbung!"
Enterprise Architect (f/m/d) in IT,Siemens Healthcare GmbH,Erlangen,We care about your data privacy and take compliance with GDPR as well as other data protection legislation seriously.Change is a constant aspect of our work.
Executive Strategist (m/w/d) am Standort Düsseldorf,Omnicom Media Group Germany,Düsseldorf,"OMG Fuse ist die Spezialagentur für digitale Kommunikation innerhalb der Omnicom Media Group Germany.An den drei Standorten, Düsseldorf, Hamburg und München…"
IT Support (m/w/d),Fischer HRM,Düsseldorf,At least basic understanding of WIFI systems and data base (SQL server) knowledge.Job training or university degree in information science / IT administration…
(Junior) Developer - Cloud Engineer (f/m/d) for SAP HANA Cloud Infrastructure Berlin,SAP,Berlin,"SAP HANA Cloud enables customers to run analytic queries on huge data sets in real time.Very good degree in computer science, informatics, business informatics…"
LECTURER (F/M/D),SRH Hochschule Berlin,Berlin,"SRH Hochschule Berlin is a private, state-recognized university, accredited by the German Council of Science and Humanities.Holding of courses in English."
"Lead Software Engineer, 3D, Rendering",HERE Technologies,Berlin,"HERE Technologies is a location data and technology platform company.Mastery with data structures & core libraries, as well as familiarity with both STL &…"
Sr. Technical Program Manager - Amazon Music ML Personalization,Amazon Development Center DEU,Berlin,"5+ years experience with complex technology projects involving data analysis, software engineering and program management."
Senior Front-End Engineer,SMARTFUL,Berlin,"We are a team of data scientists, product developers, and dreamers, combining years of experience building AI systems for big companies."
Senior Site Reliability Engineer (m/f/d) for Artificial Intelligence Products,Siemens Healthcare GmbH,Erlangen,We care about your data privacy and take compliance with GDPR as well as other data protection legislation seriously.Knowledge of German language is a plus.
Projektmanager technischer IT-Projekte,Digitalstadt Darmstadt,Darmstadt,Die Wissenschaftsstadt Darmstadt hat den Wettbewerb „Digitale Stadt“ des IT-Branchenverbandes BITKOM in Zusammenarbeit mit dem Deutschen Städte- und…
Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data (Image).Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk…"
Senior Strategist (m/w/d) am Standort Hamburg,Omnicom Media Group Germany,Hamburg,"OMG Fuse ist die Spezialagentur für digitale Kommunikation innerhalb der Omnicom Media Group Germany.An den drei Standorten, Düsseldorf, Hamburg und München…"
"Werkstudent (w/m/d) für Bachelor-, Master- oder Projektarbeiten Softwareentwicklung Java",aSE von ITbbb.de,Berlin,Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäftsprozesse unserer Kunden.Lass dich von uns überzeugen.
Life Science Data Modeller/ Computational Chemist (m/f/d),Nuvisan,Berlin,"Help form a vibrant life science data modelling/AI, computational chemistry and cheminformatics team.Experience with handling large-scale life science data in…"
(Junior) Data Analyst - Global Data (f/m/d),Delivery Hero,Berlin,"Collaborate with other data analysts, data engineers and product owners.Analyze trends in our data and providing insight and explanation to our local teams to…"
Scientist for Scalable Artificial Intelligence and High-Performance Data Analytics,Forschungszentrum Jülich,Jülich,"Versatile tasks in a dynamic, future-oriented, and interdisciplinary field of science.Supercomputers help us to find solutions to major scientific challenges…"
Senior Data Scientist (f/m/d),SGEF Digital Factory,Berlin,You will have end-to-end responsibility from data exploration to applying machine learning techniques and building production-ready applications.
Data Science – Data Engineer (m/w/d),German Management Consulting GmbH,Eschborn,"Beratung unserer Kunden hinsichtlich Konzeption, Planung und Implementierung von Big Data Lösungen.Ausarbeitung geeigneter Architekturen (z.B. Identifikation…"
PRAKTIKUM IM BEREICH DATA SCIENCE.,suchdialog AG,Mannheim,Zusätzlich zählt die Schwester »BRAIN ONE – The smart data member of PERFORMANCE ONE« als Spezialist für die Bereiche Data & Analytics zu den Mitgliedern von…
Junior Data Analyst (m/w/d) Artificial Intelligence,SII Technologies GmbH,Mannheim,Sie haben ein neues berufliches Ziel?Schlagen Sie mit SII Technologies Ihren Weg ein!Verwirklichen Sie als Junior Data Analyst (m/w/d) Artificial Intelligence…
Senior Data Analyst - Global Data (f/m/d),Delivery Hero,Berlin,"Collaborate with other data analysts, data engineers and product owners.Analyzing trends in our data and providing insight and explanation to our local teams…"
Data Analyst / Data Scientist (m/w/d) Customer & Market Analytics,Remmers Industrielacke GmbH,Löningen,Die Remmers Gruppe wurde 1949 von Bernhard Remmers gegründet und ist noch heute ein unabhängiges Familienunternehmen.Finden Sie Ihren Platz bei uns als.
Head of CoE Real World Data Analytics,UCB S.A.,Monheim,"AI/ML, data visualization, result communication.The incumbent will provide people leadership and strategic direction for flawless execution of all internal RWD…"
Data Scientist,Adaptive Digital,Osnabrück,Data science: 2 years (Required).2-4 years experience within the business intelligence or data science space.What you'll be doing: *.
Editor (m/f/d),IUBH Internationale Hochschule,Bad Reichenhall,"Interest/experience in editing highly technical subjects (e.g., data science, programming, statistics, robotics).Grow with us - Start your career at the IUBH!"
Working Student | Intern (m/w/x),Beam,Berlin,"You are an enrolled student with a focus on business, entrepreneurship or data science, interested in logistics.You'll be the perfect match if:"
Job Opening - 15 doctoral fellowships,Bielefeld University,Bielefeld,"Doctoral fellows will gain expertise and skills in data science, network theory, agent-based simulation, and economic modelling, and will apply these skills in…"
Incoming and outgoing inspection (f/m/d),Sicoya GmbH,Berlin,We offer monolithically integrated semiconductor chips and transceivers for next generation data centers.Sicoya is a technology leader in silicon photonics…
Assembly Operator (f/m/d),Sicoya GmbH,Berlin,We offer monolithically integrated semiconductor chips and transceivers for next generation data centers.Sicoya is a technology leader in silicon photonics…
Praktikant:in im Bereich Big Data & Advanced Analytics (m/w/divers),Commerzbank AG,Frankfurt am Main,Nutze die Möglichkeit und werde Chancenwitterer:in!Die Chancen für eine erfüllende Karriere bei der Commerzbank stehen gut.Big Data ist deine Welt?
Praktikum: Cost of Non Quality Data analyst & programming,Airbus,Donauwörth,"Basically, you should be familiar with big volume data analysis and reporting tools.The quality data comes from various sources (such as SAP and a Non…"
Data Scientist (m/w/d),GULP Solution Services GmbH,Ulm,Aktuell suchen wir für ein IT-Unternehmen am Standort Ulm einen versierten Informatiker.Kreativität und Leistungsbereitschaft zeichnen Sie aus?
Data Science – Data Scientist (m/w/d),German Management Consulting GmbH,Eschborn,"Beratung unserer Kunden hinsichtlich Konzeption, Planung und Implementierung von Lösungen im Bereich Data Science.Fundierte Kenntnisse in Java und SQL."
Customer Success Partner (m/f/d),infarm,Frankfurt am Main,"Passionate to eat better, Infarm was founded in Berlin in 2013 by Osnat Michaeli and the brothers Erez and Guy Galonska.Fluent in German and English."
Research Assist­ant (PostDoc),Technische Universität Berlin,Berlin,Experience of social-science methods/methodologies.Please find our data protection notice acc.By submitting your application via email you consent to having…
Research Assist­ant - salary grade E 13 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Junior Digital Analyst [m/w/d],Crossmedia,Düsseldorf,"Du hast bereits erste Erfahrung im Bereich Digital Analytics?Für Dich soll es nicht irgendwo und irgendwie weitergehen, sondern Du willst in einem Team…"
Werkstudententätigkeit im Bereich Industrie 4.0 - Datenanalyse,Trumpf,Freiburg,"Profitieren Sie von anspruchsvollen Aufgaben und Projekten, die Sie eigenständig bearbeiten, einer guten Betreuung sowie von zahlreichen Angeboten für…"
Rese­arch Assist­ant (Post­Doc),Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Data Engineer (f/m/d),SHARE NOW,Berlin,You have experience working with data scientists and interest in data science.You have some exposure to topics related to data governance (familiar with GDPR…
Plant Expert in Global Crops Operations (m/f/d),infarm,Berlin,"Bachelor degree in plant science, horticulture or equivalent.Create reports based on data in order to prioritize projects and actions."
2021 Data Analyst â€“ German Speaker,Bloomberg,Frankfurt am Main,"Bloomberg runs on data, and data drives the market.Implement business rules for programmatic data validation by codifying market conventions and/or data…"
Analyst Advanced Profit Management & AI (m/w),Sixt SE,München,Zur Verstärkung unseres Bereichs Advanced Profit Management & AI suchen wir am Standort München ab sofort einen motivierten und engagierten Analyst (m/w/d) -…
Informatiker / Ingenieur / Naturwissenschaftler (m/w/d) im Bereich Content Automation Data Management,Pfizer,Freiburg,"Weltweit arbeiten die Mitarbeiter von Pfizer gemeinsam daran, die Gesundheit eines jeden Einzelnen überall zu verbessern.An unserem Standort in Freiburg."
MUC_Intern Computer Vision with Python (m/w/x),ZEISS Group,München,"Taken classes in the fields of computer science, mathematics, physics or any other STEM subject with advanced programming skills.Diversity is a part of ZEISS."
Senior Data Scientist / Machine Learning Engineer (f/m/d),HEYJOBS,Berlin,"Demonstrated ability to contribute, challenge and implement new data science projects.Exposure to cloud technologies for modern on-demand data science is…"
Microsoft Administrator,Natek,Deutschland,"Our clients view workplace solutions as an opportunity to enable employees, clients and partners to access data, information, systems and application from any…"
Internship – development of a generic XML editor (m/w/d),Continental Engineering AG,Regensburg,"We are looking for an intern to develop a generic, graphical C# tool to manage XML data.This configuration tool shall be used to generated source code for…"
(Junior) Softwareentwickler [m/w/d],StackFuel GmbH,Berlin-Kreuzberg,In den letzten drei Jahren hat sich StackFuel zu einem der führenden deutschen Anbieter für berufsbegleitende Online-Trainings im Bereich Data Analytics und…
Founder in Residence (m/f/d),Flagship Founders GmbH,Berlin,"A successfully completed degree in engineering and/or business administration, data science, IT, economics, management or another technological or economic…"
Senior Data Scientist - Candidate Insights Team,SmartRecruiters Inc,Berlin,"Advocacy: Lead data initiatives and foster a data culture, encourage and advocate for a team-wide data-first mindset by connecting data projects to business…"
Personal Assistant to the Principal Scientist,Monasterium Laboratory GmbH,Münster,Assist with elaborating scientific data and preparing figures for manuscripts.Monasterium Laboratory (ML)* is an *international dermatological research company…
Senior Data Scientist - Award winning energy fund - Frankfurt,Falcon Brook Search,Frankfurt am Main,"Statistical modeling, quantitative analytics, data science, data engineer, big data, applied research.Contributing and leading large-scale data analytics…"
(Junior) Performance Marketing Manager USA (f/m/d),Holidu GmbH,München,"Work with large data, make decisions and execute on findings.Quantitative mindset and desire to work with data and to find answers.Your role in this journey*."
Praktikant im Advanced Analytics Fachstab Schaden (m/w/d),Allianz Versicherungs-AG,München,Die Allianz Versicherungs-AG ist mit mehr als 125 Jahren Erfahrung die Nummer Eins in der Schaden- und Unfallversicherung in Deutschland.
Post-doctoral positions (m/f/d) | Solar Orbiter Project,Max Planck Institute for Solar System Research,Göttingen,The first in-orbit data delivered by PHI are of exceptional quality.Regular science operations of PHI will commence in the second half of 2021.
Big Data Engineer,trivago,Düsseldorf,Ability to model complex data structures.Our data engineering team is looking for a skilled developer and expert on systems level who can help build and…
INFORMATIKER ALS DATA ENGINEER (M/W/D),Smart Digital GmbH,Gerlingen,"Als Data Engineer (m/w/d) bist Du Teil des Data Science Teams und mit Deinen Kollegen dafür zuständig, Aufgabenstellungen aus diesem Umfeld effizient und…"
"(Senior) Quality Engineer, Body-in-White Joining (m/w/d) - Gigafactory Berlin",Tesla,Grünheide,"The role will monitor our manufacturing processes, quality data systems, first pass yield, scrap and continuous improvement opportunities in order to implement…"
Working Student Product Information Hub Medical (f/m/d),Essity,Hamburg,Prepare product data sheets and other product related documentation to extend the info hub.Analyze available product information and data sources that serve as…
Wissenschaftlicher Mitarbeiter (w/m/d) für skalierbare künstliche Intelligenz und hochperformante Datenanalyse,Forschungszentrum Jülich,Jülich,"Supercomputer helfen uns, Lösungen für große wissenschaftliche Herausforderungen zu finden, und sind für die moderne Forschung unverzichtbar."
Data Engineer,Adaptive Digital,Osnabrück,"You'll be developing the data platform and data warehouse.Setup the connection of various data sources, to support the transformation of data projects."
Data Scientist (m/w/d),Randstad Deutschland,Ulm,Von Professionals für Professionals: Unser Tochterunternehmen GULP Solution Services sucht derzeit für ein IT-Unternehmen am Standort Ulm einen versierten…
"Customer Success Associate, Market Quality (m/f/d)",Smaato Inc.,Hamburg,Advanced targeting capabilities and competitive intelligence help publishers optimize their monetization strategy to create data-driven experiences and reach…
Praktikant (m/w/d),BSH Home Appliances Group,München,Bei der BSH Hausgeräte Gruppe können Sie ganz einfach neue Ideen mitgestalten: Als führender Hersteller von Hausgeräten verbessern wir die Lebensqualität von…
Clinical Data Analyst (m/w/d),Herrmann Personaldienste,Leverkusen,Im Mittelpunkt unseres Handelns steht Ihre Zufriedenheit!Die Herrmann Personaldienste GmbH ist seit 25 Jahren auf die Vermittlung und Überlassung von…
BI Developer (w/m/d) Back End - Data Warehouse IT,MCA Engineering Germany,Hamburg,MCA ist ein internationaler Akteur in der Ingenieurs- und Hightech-Beratung.Unser Know-how und unsere Erfahrung haben wir seit über 25 Jahren in vielen…
BI Developer (w/m/d) Front End - Data Warehouse IT,MCA Engineering Germany,Hamburg,MCA ist ein internationaler Akteur in der Ingenieurs- und Hightech-Beratung.Unser Know-how und unsere Erfahrung haben wir seit über 25 Jahren in vielen…
Database Engineer,Alldus,Berlin,"Degree in computer science or a similar field with 3+ years of practical work experience.Sound knowledge in Java, Scala and/or Python and other data warehouse…"
Grafikdesigner [m/w/d],StackFuel GmbH,Berlin-Kreuzberg,In den letzten drei Jahren hat sich StackFuel zu einem der führenden deutschen Anbieter für berufsbegleitende Online-Trainings im Bereich Data Analytics und…
Red Team Analyst (m/f/d),Tech,München,"Bachelor’s degree in computer science or cyber security-related field, or an equivalent combination of education, training, and experience."
"Junior Engineer, 5G Embedded Software Development",MN Mobile Networks,Ulm,Software fault analysis based on logged data and correction in production code.At Nokia we create the technology to connect the world.
Head of RWE Business Liaison Germany,UCB S.A.,Monheim,"Experience with electronic medical record/claims data analytics, data source selection, payer/HTA body interactions.Head of RWE Business Liaison Germany."
Senior Recruiter (m/f/d),EMnify,Berlin-Kreuzberg,"Keep track of and optimize relevant recruiting channels, report data-driven key metrics and continuously improve a hiring approach."
(Senior) Machine Learning Engineer (all genders),Flaconi GmbH,Berlin-Charlottenburg,Gemeinsam mit unserem Data Science Team entwickelst du State-of-the-Art Modelle für Maschinelles Lernen.Insbesondere verantwortetst du den effektiven Einsatz…
Business Analyst Account Management EU/JP,Amazon Online Germany GmbH,München,"Work with engineering and the data warehouse to enable the appropriate capture and storage of key data points.You are analytical, organized, and creative."
Backend Developer (m/f/d),solexas GmbH,Karlsruhe,"Completed degree in computer science or comparable qualifications.Working with agile methods (SCRUM) in an international team of software developers, designers…"
Sales performance and business analyst (w/m/d) - Connected Retail,Zalando,Berlin,"Degree in economics, computer science, mathematics or other quantitative studies and have already relevant +3 years working experience as a data or business…"
Regierungsbeschäftigte/r in der Online-Sachfahndung(w/m/d),Land Nordrhein-Westfalen,Düsseldorf,Das Polizeipräsidium Düsseldorf ist mit ca.3800 Mitarbeiterinnen und Mitarbeitern die zweitgrößte Polizeibehörde in Nordrhein-Westfalen.
Co-Founder & COO @ Zenmieter B2B PropTech Startup (f/m/d),Stryber GmbH,München,"Bachelor's or Master's degree with outstanding academic results, preferably in the field of business, science or engineering.This is where you come in."
wiss. Mitarbeiter/in (bei Vorliegen der persönlichen Voraussetzungen E 13 TV-L),Technische Universität Dresden,Dresden,Am Institut für Technische Informatik ist an der Professur für Rechnerarchitektur zum.Nächstmöglichen Zeitpunkt eine Stelle als.Dem Ziel der eigenen wiss.
Research Assist­ant- 0.85 work­ing time - salary grade E13 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,"Please find our data protection notice acc.The interdisciplinary project consortium includes researchers from computer science, geography, philosophy and…"
Java Elasticsearch Engineer (m/w/t),Quandoo GmbH,Berlin,Experience in architecting data structures using ElasticSearch.Ability to perform data-driven benchmarking and performance testing.
Product Manager (m/f/d),Ekkiden,München,"Strong analytical and quantitative skills with ability to analyze data for making decisions.University degree in business/ industrial engineering, computer…"
Senior Machine Learning Research Engineer,SoundHound Inc.,Berlin,"Our diverse team of engineers, UX/UI designers, writers, data scientists and linguists are all passionate about creating a world with more conversations."
Data Scientist (w/m/d),PERM4 | Permanent Recruiting GmbH,Nürnberg,"PERM4 | Permanent Recruiting unterstützt Sie in den Berufsfeldern Sales, Marketing, Engineering, Construction/Property, IT/TK, Finance, HR und Supply Chain…"
Healthcare Business Process Architect Supply Chain (all genders),Merck KGaA,Darmstadt,A new opportunity has arisen as a Healthcare Business Process Architect to lead the digitalization of CMOs in supply chain operations.
IIOT- APPLICATION ARCHITECT (m/f/d),Rockwell Automation,Karlsruhe,"Assesses client system and data architectures, high-level IT and application strategies, and data management practices to develop overarching project system and…"
Senior Enterprise Architect,Pegasystems,Rheinland-Pfalz,"Enterprise Architects are a subject matter expert in one or more categories that may include: business strategy, application architecture, data & information,…"
Senior Information Security Auditor,Zalando,Berlin,"Analytical abilities with a high affinity for numbers and experience with data beyond spreadsheets (e.g., SQL, business intelligence or data science)."
ERP Manager (m/f/d),FSC International,Bonn,"Please be informed, that by applying for this position you automatically accept our Data Protection Information on processing your personal data."
"MES Consultant in the life-sciences, with German",NNIT,Deutschland,NNIT is one of the world’s leading consultancies for the past twenty years serving the Life Science industry around the world.What will you be responsible for?
Engineering Lead - Banking Domain (m/f/d),smava GmbH,Berlin,"By working in cross-functional teams closely together with Data Science, Product, Platform, Business and Data Analytics, Financial Cooperation, Sales and Data…"
IT Product Engineer Warehouse Management (m/f/d),BASF,Ludwigshafen am Rhein,"We provide IT that works and offer know-how and access to latest technologies in the areas of cloud computing, blockchain or big data."
"Staff Solution Architect, Pre-Sales – EMEA Central Region (m/f/d)",Splunk,Frankfurt am Main,"Join us as we pursue our disruptive new vision to make machine data accessible, usable and valuable to everyone.‪‪‪Able to travel up to 50%."
Regional Director EMEA Pharmaceuticals (m/f/d),Delphi HR-Consulting,Frankfurt am Main,Experience within life science supply chain models.You can rest assured that we treat your data with absolute confidentiality.
Product Owner Mobile Apps (m/w/d),Axel Springer,Hamburg,"Die Arbeit an der nächsten Generation der erfolgreichen immowelt Plattform hat begonnen!Wenn du heiß darauf bist den Erfolg unserer nativen Apps auszubauen,…"
Engineering Operations Manager (m/f/x),Celonis,München,"... have a strong foundation in data analysis and validation.... have a bachelors degree in engineering, computer science or a comparable education."
POS Manager,Manning Global,Düsseldorf,"Bachelor's degree in telecommunications, electronics or computer science.You will work on product promotions and marketing strategies, formulate key retail…"
Software Engineer (Scala) - zDirect (Merchant Operations) (w/m/d),Zalando,Berlin,"Knowledge in architecture/design methods and patterns, data and API specifications, quality assurance and testing methods.WHERE YOUR EXPERTISE IS NEEDED."
Senior Hadoop Engineer (f/m/x),Celonis SE,München,"… have a degree in computer science or equivalent degree.… have hands-on experience building data platform using Hadoop (espc. HDFS, Hive, Tez, YARN, Ranger)."
Ground Control Systems Engineer (m/f/d),"CGI Group, Inc.",München,CGI is one of Europe's leading suppliers of ground systems for spacecraft monitoring and control and data processing.Ready for your next challenge?
Senior Software Engineer (Frontend & Backend) @ Kausa,Kausa,Berlin,Our mission is to empower businesses to make data-driven decisions faster and more effortlessly than ever before.Architect and implement multi-tenancy;
(Junior) Developer - Cloud Engineer (f/m/d) for SAP HANA Cloud Infrastructure Walldorf,SAP,Walldorf,"SAP HANA Cloud enables customers to run analytic queries on huge data sets in real time.Very good degree in computer science, informatics, business informatics…"
IT Support (m/f/d) Japanese Corporates,Fischer HRM,München,Programming skills and data base (SQL server / Oracle) knowledge welcome.Job training or university degree in information science / IT administration or…
Procure-to-Pay Lead (m/f/d),AVANTGARDE Experts,Bielefeld,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
"Senior Software Engineer (Python) - Demand, Logistics (f/m/d)",Delivery Hero,Berlin,"Data Science: Optionally, data analysis and science is a hobby you would like to deepen your knowledge of further.Experience with larger platforms that scale."
Senior Solution Architect (m/f/d) - Microservices,Wipro LTD,München,"Design solution & architectural roadmaps, execute architecture governance and design architectural guidelines and strategies."
Lead Product Manager,SmartRecruiters Inc,Berlin,Leverage data science to generate flexible and accurate models to drive user behavior.Your decisions are influenced by data.We would like to hear from you.
Intern – Data Science and Analytics for Vehicle Sensor Data (m/w/d),AUDI AG,Ingolstadt,"Our expertise within the department varies from maintaining the platform infrastructure, process incoming data and building data-driven services on top of it."
Verfasser einer Abschlussarbeit Data Science in der Fertigung (w/m/x),BMW AG,Landshut,"Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software.Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die…"
Data Scientist (m/f/d),PHOENIX Pharmahandel GmbH & Co KG,Mannheim,Experience (3+ years) in working with real data and data science.You will become part of the central data science team.Ability to work in English is required.
Working Student - Data Analysis (m/f/x),IAM Global GmbH,Düsseldorf,A knack for data science and statistic modelling.Support both our data science and consultant teams to run their business on superb data quality and insights…
Praktikant:in Data Science im Bereich Big Data & Advanced Analytics (m/w/divers),Commerzbank AG,Frankfurt am Main,Nutze die Möglichkeit und werde Chancenwitterer:in!Die Chancen für eine erfüllende Karriere bei der Commerzbank stehen gut.Big Data ist deine Welt?
Product/Data Analyst (Mobile Apps),Fastic GmbH,Home Office,Extracting data from various external sources to supplement data pipelines.Transform data ingested so it is available downstream.
Junior Data Engineer (m/w/d),alexanderthamm,Leipzig,Die Position ist an unserem Standort in Leipzig zu besetzen!DATA und AI gestalten unseren Alltag.Einen Überblick über deine Aufgaben findest du hier:
Werkstudent Data Science (w/m/d),DB Netz AG,München,Die Deutsche Bahn bietet deutschlandweit über 500 Berufe und vielfältige Einstiegsmöglichkeiten für Studenten und Absolventen.
Working Student - Data Wizard (m/f/x),IAM Global GmbH,Düsseldorf,A knack for data and interest in data science and machine learning matters.Support both our data science and consultant teams to run their business on superb…
Stellen für Studenten Studentische Aushilfe – Data Science Aushilfe (m/w/d) Unternehmensentwicklung und Services & Kompetenzteam (m/w/d) in Hamburg,DAK-Gesundheit,Hamburg,"Die DAK-Gesundheit ist mit knapp 5,6 Millionen Versicherten und rund 10.700 Beschäftigten an rund 400 Standorten einer der größten Gesundheitsdienstleister in…"
"Praktikum im Bereich Data Science (m/w/x, Vollzeit)",suchdialog AG,Mannheim,BRAIN ONE – The smart data member of PERFORMANCE ONE.*.Zusätzlich zählt die Schwester »BRAIN ONE – The smart data member of PERFORMANCE ONE« als Spezialist für…
Junior Data Engineer (m/w/d),SKS Unternehmensberatung,Deutschland,"Du legst Wert auf eine Unternehmenskultur, in der flache Hierarchien sowie Kommunikation auf Augenhöhe tatsächlich gelebt werden?"
Data Engineer / Scientist (m/f/x),IAM Global GmbH,Düsseldorf,Join as one of our first hires in the data science team and build the foundations for a world class big data and ML solution.That’s us – feel the vibe!
Senior Data Scientist (m/f/d),FlixMobility,Berlin,"You will collaborate with business and technology stakeholders to evaluate data sources, techniques and tools to support our decentralized data organization…"
Analyst (f/m/d) Data Science & Analytics Job,STADA Arzneimittel AG,Bad Vilbel,"Good understanding of IT around data science & analytics.Comprehensive experience in data science and visualization tools (e.g. Tableau, Power BI, Alteryx)."
Data Engineer (m/f/d),Indivumed,Hamburg,Degree in the field of computer science or an equivalent qualification.Definition of database models and design of database tables for clinical and laboratory…
(Senior) Project Manager (f/m/d) Data Science & Analytics Job,STADA Arzneimittel AG,Bad Vilbel,Good understanding of IT around data science & analytics.Support operational data science & analytics teams in building dashboards.
Machine Learning Engineer for Portal Products team in Mail & Media,1&1 Internet Development S.R.L.,Potsdam,"Preparing data for training the models or selecting pre-trained models.As part of United Internet Group, with more than 9400 employees and 25 million fee-based…"
Operations Research Scientist,Amazon EU SARL(Germany Branch),München,The ability to manipulate data by writing scripts is a plus.Experience applying forecasting and data mining techniques in an industrial setting.
Senior Consultant (w/m/d) Data & Analytics – Consulting (Financial Services),Ernst & Young,Deutschland,"Gemeinsam zukunftsweisende Lösungen für die Finanzwelt von morgen entwickeln: Das ist das Ziel unserer international auf Banken, Versicherungen und Asset…"
Head of Artificial Intelligence (f/m/d),Ekkiden,München,Experience with implementing numerical methods and data visualization.Experience with digital health solutions and healthcare data analytics.
Senior Data Engineer,procure ai,Home Office,Combine data engineering with backend development to transform ingested data into our procurement data graph.You have experience in building automated data ETL…
Research Assist­ant (PostDoc),Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Student Job: Project Support for SAP Master Data (f/m/div)*,Infineon Technologies,München,"Providing reports on e.g. material master data for raw materials.By supporting the project team for Product- and Material Master Data, you have the opportunity…"
Junior Data Analyst Marketing Intelligence (w/m/d),mytheresa.com,München,Bei Mytheresa trifft Luxusmode auf technisches Know-how.Kreativität und digitaler Fortschritt stehen bei uns an erster Stelle.
Working Student Business Intelligence (m/f/x),Exporo AG,Hamburg,"In the future, you will also work in the field of data science.You are studying business informatics or another economic or natural science subject and are…"
Senior Data Engineer / Scientist (m/f/x),IAM Global GmbH,Düsseldorf,Join as one of our first key hires in the data science team and build the foundations for a world class big data and ML solution.That’s us – feel the vibe!
Operations Researcher - Network Optimization (m/f/d),FlixMobility,Berlin,"We're looking for a motivated and driven Operations Researcher (m/f/d) who will help us shape our team, drive the company to the next level, and have the most…"
Rese­arch Assist­ant - 0.66 work­ing time - salary grade 13 TV-L,Technische Universität Berlin,Berlin,"Please find our data protection notice acc.You have expertise in the area of synthetic inorganic chemistry and material science.EW K 0-1, Hardenbergstr."
