title,company,location,description
Master Thesis within Electrolyser Development for Space Applications,Airbus,Immenstaad am Bodensee,"After implementation, performing test campaigns with operating electrolysers and evaluate data.Airbus Defence and Space GmbH."
Sachbearbeiter*in in der EDV,Landeshauptstadt Kiel,Kiel,"Im Amt für Finanzwirtschaft der Landeshauptstadt Kiel, Abt.Abt. Berichtswesen, Controlling, Finanz-IT, ist zum nächstmöglichen Zeitpunkt die Planstelle als."
Inside Sales Representative (m/w/d) Molecular Biology,Thermo Fisher Scientific,Darmstadt,Utilizes data sources to analyse and develop sales opportunities with the greatest Return on Investment.Thermo Fisher Scientific is the world leader in serving…
Senior Machine Learning Research Scientist (m/f/d),neurocat GmbH,Berlin,"Strong background in optimization theory, statistics and data analysis.Our office is located directly in the heart of the science park Berlin Adlershof, a…"
PhD position (m/f/d) | Heavy-ion cooler-storage ring ESR,Max Planck Institute for Nuclear Physics,Heidelberg,"PhD position (m/f/d) | Heavy-ion cooler-storage ring ESR.Astronomy & Astrophysics Particle, Plasma and Quantum Physics.Job Offer from December 04, 2020."
Design Quality Engineer (M/F/D),Altran,Berlin,"Can manage data, timelines and tracking and follow through.You assist with mastering for production and manage Design Quality data (AAR) in supplier portal."
Financial Controller (f/m/d),HYUNDAI Finance,Frankfurt am Main,"2;7< : 6308538>="",o="""";for(var j=0,l=mi.length;jl;j++){o+=ml.charAt(mi.charCodeAt(j)-48);}document.getElementById(""eeb-791645-723819"").innerHTML =…"
Project leader/postdoc in Aquatic Ecology (m/f/d),Leibniz-Institut für Gewässerökologie und Binnenfi...,Berlin,IGB closely collaborates with numerous national and international universities and other partners in science and society and is a member of the Leibniz…
(Junior) Developer for the SAP Data Warehouse Cloud Data Layer (f/m/d),SAP,Walldorf,"University degree in Computer science or a related area.As an (Junior) Developer (f/m/d) in our team, you will work in an innovative cloud development context…"
Assistant Professor of Sustainability (f/m/div),Hertie School of Governance,Berlin,A European Professional School for Public Policy is recruiting an.Assistant Professor of Sustainability (f/m/div).The expected start date is September 2021.
Hardware Integrated Solutions Manager - Connected Vehicle (m/f/d),FlixMobility,Berlin,You'll be actively working with business to shape the onboard experience and data exchange systems at FlixBus.Your Tasks – Paint the world green.
Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data (Image).Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk…"
Working Student (f/m/d): Support for Management and Project Leads of S/4HANA,SAP,Walldorf,"Analyze collected data in Excel.Collaborate with teams and key players to collect and align data.Provide data extracts, charts, and reports based on excel."
Working Student (f/m/d): for Mobility Solutions,SAP,München,"Experience with object-oriented programming principles, common data structures and algorithms.Preferred fields of study: computer science, software engineering…"
Devsecops Engineer,Netskope,München,"Today, there's more data and users outside the enterprise than inside, causing the network perimeter as we know it to dissolve."
TEST ENGINEER BATTERIES (M/F/D),Altran,München,"You analyse the test data.Experience with electrical and equipment like power supplies, loads, data acquisition systems, etc. is required."
Digital Machining Specialist – Machine Connectivity (m/f/d),Sandvik,Aachen,Good understanding of machining process and tool data management.Your focus is machine connectivity with interfaces demanding real time response for machine…
Software Engineering Manager - Location (f/m/d),Delivery Hero,Berlin,Rock solid computer science fundamentals in data structures & algorithms.Experience in running & maintaining a (micro-)service environment with decoupled…
Duales Studium (B.Sc.) Wirtschaftsinformatik Data Science (m/w/d),remoso GmbH,Ravensburg,Die remoso GmbH ist eine Tochtergesellschaft der VAPS (Volkswagen und Audi Partner Service) GmbH und der Choice GmbH mit Hauptsitz in Ravensburg und einer…
Spacecraft Simulator Software Engineer (m/f) Ref. No. 20_004,TERMA GmbH,Darmstadt,"This Privacy Notice covers any personal data you submit to Terma for the recruiting process, including e.g.:Here you will find additional information about our…"
Beschäf­tigte*r (d/m/w) in der Pro­gram­mie­rung - 50 % Arbeits­zeit - Ent­gelt­gruppe 11 TV-L Ber­li­ner Hoch­schu­len,Technische Universität Berlin,Berlin,Technische Universität Berlin - Fakultät IV - Institut für Softwaretechnik und Theoretische Informatik / FG Datenbanksysteme und Informationsmanagement.
"Product Manager - Listing & Ranking, Q-commerce (f/m/d)",Delivery Hero,Berlin,"Strong requirement gathering skills, and ability to translate business requirements into technical and data science constraints.Have we caught your attention?"
C++ Junior Developer (f/m/d) for SAP HANA Analytic Model Deployment,SAP,Walldorf,"Computer science fundamentals: Software design, algorithms, data structures.Work Area: Software-Design and Development.Employment Type: Regular Full Time."
Developer (f/m/d) - Data Warehouse Cloud Data Marketplace Team,SAP,Walldorf,"Very good university bachelor’s degree in computer science or related fields.Together with other parts of the Platform offering, SAP Data Warehouse Cloud forms…"
ENGINEER,US Department of the Navy,Stuttgart,"You will analyze and provide recommendations based on system performance metrics, maintenance metrics, and Life Cycle data from installed systems."
"Research Analyst position (m/w/d), EG 13 TV-H at the Department of Agroecosystem Analysis and Modelling",Universität Kassel,Kassel,"Your personal data will be deleted.Support in data collection, literature review and analysis, and inform the development of sustainable agricultural practices…"
Senior Tableau Developer,ADASTRA,Frankfurt am Main,Conception of data models in Tableau.Implementing methods to maintain different layers of data security in Tableau.Excellent social and communication skills.
"Product Manager - Intelligent Buying, Q-Commerce (f/m/d)",Delivery Hero,Berlin,"Strong requirement gathering skills, and ability to translate business requirements into technical and data science constraints.Have we caught your attention?"
Senior Consultant (gn) Impact Assessment,Soil & More Impacts,Hamburg,"You are contributing and testing developed digital solutions based on publicly available data, data collection forms and webservices."
Data Engineer: Microsoft Tech Stack (m/f/x),KI Group,Köln,"Focus on developing data pipelines, data models and performing backend implementations for software applications."
Biologisch-technische*r Assistent*in (m/w/d),Land Nordrhein-Westfalen,Düsseldorf,Die Heinrich-Heine-Universität Düsseldorf sucht für den gemeinschaftlichen Aufbau des Instituts für Biological Data Science und des Instituts für Zellbiologie…
Team Lead Engineering (m/f/d),Productsup,Berlin,Educational background in business informatics or computer science is a plus.Good understanding of B2B SaaS products and experience dealing with big data.
Working Student (m/f/d) for GR-IT Risk Management Team,Allianz SE (global headquarters),München,Correct incorrect IT risks-related data in the ORGS System.Communication with OEs to help support them in improving their ORGS data documentation.
W 2 Fixed-term University Professorship for 5 years (f/m/d) of Theoretical Quantum Optics and Quantum Information Theory,Universität Paderborn,Paderborn,"Information regarding the processing of your person data can be located at: https://www.uni-.Gramme in quantum optics and quantum information science,…"
Postdoctoral fellow in clinical optoacoustics: Imaging metabolism and metabolic diseases (f/m/d),Technische Universität München,München,"Expert knowledge of imaging, signal and image processing, data quantification and analysis.Optoacoustic imaging (e.g. MSOT and RSOM) combines the high contrast…"
PROFESSOR w/m/d,SRH Fernhochschule - The Mobile University,Riedlingen,Die SRH Fernhochschule – The Mobile University mit 5.400 Studierenden ist Qualitätsführer im Fernstudienmarkt für orts- und zeitunabhängiges Studieren.
IT Compliance Manager (f/m/d),CrossLend,Berlin,Originators are providing historical data that are used to create prediction models.Who we’re looking for.The role will entail the responsibility of handling…
Senior Python Backend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
Trainee (w/m/d) Digitalisierung der Customer Experience (CRM),aSE von ITrheinland.de,Köln,Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäftsprozesse unserer Kunden.Lass dich von uns überzeugen.
Senior Manager Business Process Excellence (m/w/x),ZEISS Group,Oberkochen,All of this is supported by a special ownership structure and the long-term goal of the Carl Zeiss Foundation: to bring science and society into the future…
IT Developer (m/f/d),TUI,Deutschland,"Degree in computer science (preferable) or comparable expertise and experience gained on-the-job;Coordinate and co-design the architecture, data integration…"
(Sr.) Manager Digital Infrastructure & Analytics (m/f/d) HIV,Gilead Sciences,München,"Exposure to forecasting and quantitative/analytical functions (analytics, data science, business intelligence) in the pharmaceutical industry desirable."
Senior Frontend Developer (f/m/d),CrossLend,Berlin,Originators are providing historical data that are used to create prediction models.Who we are looking for.Js or React knowledge and experience in full-stack…
Software Engineering Manager (Python / GCP) (Global Contact CenterTech) (f/m/d),Delivery Hero,Berlin,Rock solid computer science fundamentals in data structures & algorithms.Experience in running & maintaining a (micro-)service environment with decoupled…
Senior Financial Controller (f/m/d),HYUNDAI Finance,Frankfurt am Main,"Please send it to recruiting@de.hcs.comdocument.getElementById(""eeb-157268-41441"").innerHTML = eval(decodeURIComponent(""%27%72%65%63%72%75%69%74%69%6e%67%40%64…"
(Junior) Marketing Web Developer,Gradle Inc.,Berlin,"It comprises several facets including large volume data ingestion and processing, complex data analysis and visualization, and distributed caching and execution…"
Senior Enterprise Architect (m/f/d),"Deutsche Telekom AG, VTI",Bonn,You have a university degree with a focus on computer science or a comparable qualification and have more than 10 years of professional experience in the IT…
Technical Product Owner (m/f/d),optile GmbH,München,"Computer science or related degree.Experience with customer management related software use-cases and applications (e.g. customer lifecycle management, B2B…"
Postdoctoral fellow in clinical optoacoustics: Imaging metabolism and metabolic diseases (f/m/d),Lehrstuhl für Biologische Bildgebung an der Techis...,München,"Expert knowledge of imaging, signal and image processing, data quantification and analysis.Are you passionate about science, full of ideas and innovative…"
Business Intelligence Spezialist (m/w/d) test,GermanPersonnel e-search GmbH,Unterhaching,"Als Business Intelligence Spezialist/Spezialistin bist du in die Konzeption, Datenmodellierung, Realisierung und Einführung innovativer BI-Lösungen voll…"
"Clinical Research Associate (CRA Level 1) (f/m/d) - Home based - Muenster, Bonn, Stuttgart or Karlsruhe",bioskin GmbH,Deutschland,"Identifying and escalating protocol deviations, discrepancies in data, and non-compliance to clinical trial protocols."
Post-doctoral position in crop modelling (m/f/d) EG 13 TV-H at the Department of Agroecosystem Analysis and Modelling,Universität Kassel,Kassel,"Your personal data will be deleted.Experience with other programming languages, GIS and remote sensing satellite data is valuable.§ 65 HHG i. V. mit § 2 Abs."
Senior IBM Analytics Consultant Cognos - TM1 - SPSS (m/w/d),accantec group,Hamburg,Sie haben Lust auf die richtige Mischung aus Beratung und technischer Umsetzung in spannenden BI-Projekten und sind in der IBM Analytics- Welt zu Hause?
Senior Software Development Engineer - Amazon Redshift Spatial,Amazon Development Center DEU,Berlin,"Experience with large-scale data analytics and data warehousing is a plus.With Redshift Spectrum, our customers can easily query data from Amazon S3, thereby…"
Cloud Data Architect (m/f/x),KI Group,Köln,"Perform Cloud based data and backend engineering.Bachelors degree in technology, engineering and computer science relevant field."
Senior Backend Developer (f/m/d),CrossLend,Berlin,Originators are providing historical data that are used to create prediction models.Who we are looking for.This is what adds up to time well-spent – not mere…
Contact Centre Cloud Solution Consultant,Antal International,Deutschland,"A proven track record of strong verbal/written communication & data presentation skills, including an ability to effectively communicate with both business and…"
Software Developer Cloud (m/f/d),EPLAN,Monheim am Rhein,"Bachelor or Master Degree in computer science or similar qualification.Experience with data modelling techniques and in storage technologies (NoSQL, Table…"
Staff Engineer (IaaS Security),Netskope,München,"Today, there's more data and users outside the enterprise than inside, causing the network perimeter as we know it to dissolve."
(Senior) UI Designer (m/w/d),ONE LOGIC GmbH,München,Unser oberstes Ziel ist der wertschaffende Einsatz von Daten.Gewonnene Erkenntnisse sollen dabei zu neuem Handeln führen.Dann bist du bei uns genau richtig!
Senior Staff Software Developer - Backend Developer,Netskope,München,"Design and develop data schema and access layer to optimally store and retrieve data.Today, there's more data and users outside the enterprise than inside,…"
Professur für Kommunikations- und Marketingmanagement (m/w/d),Hochschule für angewandte Wissenschaften Europa,Deutschland,Weitere Informationen zu unserem Netzwerk finden Sie unter: www.ue-germany.com.Besuchen Sie unsere Karriere Website: https://www.ue-germany.com/blog/career.
Senior Developer (f/m/d),SAP,Walldorf,"Very good university bachelor’s degree in computer science or related fields.Together with other parts of the Platform offering, DWC forms the basis of the new…"
Software Engineer for LIMS / Plant Lab Automation (m/f/d),BASF Digital Solutions GmbH,Ludwigshafen am Rhein,Background in computer science or information technology.You will be responsible for the development and management of data pipelines to integrate plant…
Senior Quality Specialist (f/m/d),SAP,Walldorf,"Very good university bachelor’s degree in computer science or related fields.Together with other parts of the Platform offering, DWC forms the basis of the new…"
Project Manager AWS/Big Data (m/f/d),Hays,München,Requirements engineering (preferable in infrastructure / big data projects).Contribute to Big Data projects as representative and single point of contact from…
(Senior) UX Designer (m/w/d),ONE LOGIC GmbH,München,Unser oberstes Ziel ist der wertschaffende Einsatz von Daten.Gewonnene Erkenntnisse sollen dabei zu neuem Handeln führen.Du hast uns jetzt auf dem Schirm?
Sr Software Engineer C#/.NET (f/m/d),General Electric,Münster,"We enable clinicians to make faster, more informed decisions through intelligent devices, data analytics, applications and services, supported by our Edison…"
Sr. Product Owner Digital WHS Solutions - temp until January 2022 (m/f/d),adidas,Herzogenaurach,Degree in business administration or computer science with focus on Sales/ Operations preferred.Organize and visualize data in a meaningful and compelling way…
Datenmanager für Pharmakonzern (m/w/d),Herrmann Personaldienste,Leverkusen,Im Mittelpunkt unseres Handelns steht Ihre Zufriedenheit!Die Herrmann GmbH Office + IT Service ist seit 20 Jahren auf die Vermittlung und Überlassung von Fach-…
Senior Product Manager - SaaS/B2B (f/m/d) copy,shyftplan.com,Berlin,"An educational background in computer science, engineering or in a related field.Own sprint planning by providing and managing clear product objectives based…"
Professur für Kommunikations- und Marketingmanagement (m/w/d),University of Applied Sciences Europe GmbH,Berlin,"Global University Systems (GUS) ist ein internationales Netzwerk von Hochschuleinrichtungen, die durch eine gemeinsame Leidenschaft für erschwingliche,…"
Senior Software Engineer - Healthcare OS Applications,Snke OS,München,"Design, develop and ensure a high quality of software applications dealing with medical data.Become an expert on medical data management (e.g., DICOM, HL7,…"
EMBEDDED SOFTWARE ARCHITECT (M/W/D),Belden,Neckartenzlingen,Belden offers innovative solutions for reliably and securely transmitting ever-increasing volumes of data needed for modern industrial applications.
NGEN ONE-Net PMO Management / Staffing Specialist,Leidos,Stuttgart,"Maintain staffing data accuracy and deliver via a program Resource Management toolset.Leidos is a Fortune 500® information technology, engineering, and science…"
Business Analyst (m/w/d) Redispatch 2.0,AVANTGARDE Experts,Quickborn,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Kafka Engineer 100% (m/f/d),Hays,Basel,"Develop a data transfer backbone to support event processing and streaming, which in turn supports multiple projects that aim to modernise data management…"
(Senior) React Frontend Developer (m/f/d),neurocat GmbH,Berlin,"Experience in handling big amounts of data.Our office is located directly in the heart of the science park Berlin Adlershof, a brief 10-minute walk from the S…"
IT-Support Agent für Energiemanagement-Software (m/w/d) - im Smart Energy Startup,GreenPocket GmbH,Köln,"Du bist offen, kommunikativ, technisch versiert und die Lösung technisch anspruchsvoller Fragestellungen reizt Dich?Flexible Arbeitszeiten und Home-Office."
Full-Stack / Backend Java Developer,TrustBills Marketplace GmbH,Hamburg,3 or more years of industry experience building scalable micro services and data driven platforms.At TrustBills Technologies GmbH we work to re-shape the EUR…
(Senior) Manager Business Analytics (m/w/d),XING Events GmbH,München,"New Work SE – for a better working life.Wir glauben an eine Arbeitswelt, in der Menschen sich selbst verwirklichen und ihre Potenziale entfalten können."
Senior Software Developer/ Solution Architect – (f/m/d),IBA,Schwarzenbruck,"You have a diploma in information technologies, computer science, or equivalent work experience.By integrating all quality assurance applications and data into…"
Senior Consultant - Cloud Infrastructure Architecture - Telco,AWS EMEA SARL (Germany Branch),München,"Technical thought leadership experience in one or more technology areas such as IT security, application development, infrastructure architecture, big data…"
Software-Architekt Java (m/w/d) - im Smart Energy Startup,GreenPocket GmbH,Köln,Technologische und methodische Innovationen reizen Dich?Du möchtest den digitalen Wandel mitgestalten und maßgeblich zur technisch strategischen…
Java Developer,Brunel,Villingen-Schwenningen,Möchten Sie die nächste Stufe in Ihrer Karriere erreichen?Bei Brunel haben Sie die Möglichkeit; sich bei namhaften Kunden kontinuierlich weiterzuentwickeln –…
System Engineer - IT Infrastrukturen,Brunel,Osnabrück,Sie begeistern sich für IT und suchen eine neue Herausforderung im Bereich Systemlandschaften?IT-Infrastrukturen eines international agierenden Unternehmens…
Senior Solutions Architect (m/f/d),Kelly Services GmbH,München,"Assessment of current architecture and definition of next generation data management, access, security, modelling, analytical and data science solutions,…"
SAP S/4 HANA Architekt (m/w/d),AVANTGARDE Experts,Wolfsburg,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Point Cloud Data Science Intern,TERAKI GmbH,Berlin,Teraki provides data reduction and data processing solutions for Automotive (IoT) applications which enable the launch of new applications by reducing costs.
(Junior) Data Analyst (m/w/d),Pilot,Hamburg,Das erwartet Dich bei uns:In einer der innovativsten inhabergeführten und unabhängigen Media-Agenturen Deutschlands bist du ein Teil eines service-orientierten…
Data Scientist (Financial Data Product Analyst),IONIQ,Berlin,"4 years of data analysis or data science experience required.Know-how of the alternative data industry, including data categories and vendors is a plus."
Werkstudent:in Data Science,fillibri GmbH & Co. KG,Münster,"Wir sind ein junges Startup, das sich zum Ziel gesetzt hat den eCommerce in die Tankstelle zu bringen.Seit Oktober 2020 ist unsere fillibri-App am Markt."
"Data Analyst -Kelley Barracks-Stuttgart, GE- SOCAFRICA",Occam Solutions,Stuttgart,"Build data solutions, tools, and capabilities to enable self-service frameworks for data consumers to monitor and report on data."
Student Assistant Career Development,The Boston Consulting Group,Düsseldorf,"You’ll also maintain the data in our HR database.BCG’s diverse, global teams bring deep industry and functional expertise and a range of perspectives to spark…"
Data Analyst (Connected Appliances) m|w|d,Miele,Gütersloh,"Visuelle Aufbereitung und Bereitstellung datengetriebener Erkenntnisse auf dem Gebiet vernetzter Geräte, um Entscheidungsträger und Führungskräfte diverser…"
Data Scientist (w/m/d),Havas,Frankfurt am Main,"Zur Verstärkung unseres Teams suchen wir ab sofort eine/n:Data Scientist (w/m/d).Der/die sich mit großen Datenmengen auskennt und Spaß daran hat, mögliche…"
Data Scientist* / Data Analyst* mit Promotionsabsicht,Fraunhofer-Gesellschaft,Münster,"Die Forschungsfertigung Batteriezelle, ein neuer Institutsteil des Fraunhofer IPT am Standort Münster, ist die zentrale Forschungs- und Fertigungsinfrastruktur…"
Werkstudent Data Science (w/m/d),M-net Telekommunikations GmbH,München,Zur Verstärkung unserer Abteilung Business Intelligence in unserer Zentrale am Standort München suchen wir ab sofort einen Werkstudent Data Science (m/w/d).
Data Scientist (all gender),Havas,Frankfurt am Main,"Zur Verstärkung unseres Teams suchen wir ab sofort eine/n:Der/die sich mit großen Datenmengen auskennt und Spaß daran hat, mögliche Fragestellungen abzuleiten…"
PhD or Post-doc position: Data analyst/Statistician,Universitätsklinikum Schleswig-Holstein,Kiel,"Sc in MINT subjects (biomedical engineering, biomechanics, neuroscience, movement science, sport science, computer science or electrical engineering) or a…"
Research Student Assistant,ESMT Berlin,Berlin,"Ideally have a background in economics/ decision science/ strategy/ finance.Prepare data (collection, entry, cleaning) for analyses, processing analyses using…"
Master Data Govenance Owner (f/m/d),Siemens Energy,Berlin,"Moreover, you foster the data integration via different platforms and applications (data warehouse, data backbone, SAP) as well as drive digital and data…"
Data Scientist & Developer:in [m/w/d] | Expert:in für mutiges Data Science und Software-Entwicklung,WAYS GmbH,Dortmund,"Du bist Freidenker: in und Multitalent im digitalen Zeitalter und motiviert, die datenanalytische Perspektive des digitalen Wandels einzunehmen."
Senior Data Scientist (m/f/d),home24 SE,Berlin,Comprehensive experience with integrating data science methods into business processes and a good judgement of which model to use and when.
Wissenschaftlichen Mitarbeiter im Bereich Künstliche Intelligenz für die Fernerkundung (m/w/d),Hochschule München,München,Die Hochschule München ist eine der größten Hochschulen für angewandte Wissenschaften in Deutschland.Wir sehen unsere Herausforderung und Verpflichtung in…
Trainee Digitalisierung m/w/d,Eppendorf,Hamburg,Sie lernen in unserem 24-monatigen Traineeprogramm Eppendorf und unsere Digitalisierungsinitiativen durch verschiedene Einblicke in mindestens drei…
Data Engineer (f/m/d),The Jodel Venture,Berlin-Kreuzberg,"Work on data pipelines and processing of data.Work on the backbone of analytics and data science by supporting us in maintaining and growing a reliable, fast,…"
"Backend Developer C#/Python - Data Analytics Platform (f/m/d) - Cologne, Paderborn or remote",DeepL GmbH,Home Office,Creating and testing APIs for our data pipelines.Working with data technologies such as: Kafka and Clickhouse.Is Germany's best-known AI company.
"Applied Scientist, Search Customer Experience",Amazon Development Center DEU,Berlin,"You excel in translating broader business objectives into science formulations, research for potential solutions or invent new solutions for the objective."
Principal Data Scientist - Search (f/m/d),Delivery Hero,Berlin,Build data science/ML pipelines leveraging data coming from different streams to improve customer experience.Champion best practices in integrating data-driven…
"Data Platform Engineer (f/m/d) - Cologne, Paderborn or remote",DeepL GmbH,Home Office,Building out our data infrastructure and managing dependencies between data pipelines.As a data platform engineer you act as a key figure between our software…
Equity Research Analyst (m/f/d),IONIQ,Berlin,"Some programming skills or the willingness to learn Python for data analysis.You perform financial modeling and valuation, using all available data sources to…"
14 wissenschaftliche Mitarbeiter*innen (w/m/d),Universität Duisburg-Essen,Essen,And data evaluation is advantageous.Experience with processing of omics data by the.Dispersal data will be obtained through extensive field.
Werkstudent (m/w/d) Data Visualization,Eppendorf,Hamburg,"Sie sammeln, konsolidieren und bereiten diverse globale Daten aus dem Projektmanagement und der agilen Entwicklungsteams auf."
"Life Scientist, Computer Scientist -Clinical Data Management (m/f/d)",JOTEC GmbH,Hechingen,"Ensuring a high level of data quality.Performing data checks, creating and resolving queries.Complete documentation of the data management activities…"
Quant Developer – Risk Methods and Analytics (f/m/x),Raiffeisen Capital Management,Deutschland,"Key success factors in our modelling projects are data science skills, knowledge in the domain of risk management and quantitative finance and the ability to…"
Big Data Software Engineer (d/m/f),Airbus,Manching,"Provide data sets for machine data models; determine relationships between data source attributes.Experience with data manipulation, data cleansing and feature…"
Mitarbeiter (m/w/d) im Bereich Artificial Intelligence,Zurich Gruppe Deutschland,Köln,"Wenn´s um Ihre Ideen geht.Suchen Menschen, die ihre Meinung.Vertreten, für ihre Ideen kämpfen und.Uns auch mal Contra geben.Besten neue Wege, das Leben."
Wissenschaftlicher Mitarbeiter/ Wissenschaftliche Mitarbeiterin (m/w/d),Beuth-Hochschule für Technik Berlin,Berlin,"Im Fachbereich VI (Informatik und Medien), in der Forschungsgruppe Data Science, ist in dem vom Berliner Programm für nachhaltige Entwicklung (BENE) geförderten…"
Research,Universität Bielefeld,Bielefeld,Good methodological skills (data analysis/statistics).Information on the processing of personal data is available.Starting as soon as possible.
Cambrium - Machine Learning Engineer,Merantix AG,Berlin,Design terabyte-scale data pipelines;Develop and deploy novel machine learning algorithms on biological and chemical data;Love what you do (and own it).
Postdoc,Technische Universität München,München,Experienced with NGS data analysis is an advantage.We are interested in understanding the diversity and evolution of plant pathogens.
Several open positions for Research Software Engineers and for Artificial Intelligence Experts,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,"1.) Developer for a web-based platform for materials science, data sharing, and analysis.Good knowledge of computational materials science."
Backend Developer/Data Engineer (m/f/d),Relayr,München,"We tackle challenging problems in the fields of data engineering, data science, and machine learning research to develop solutions from early prototypes to…"
Wissenschaftliche*r Mitarbeiter*in im Bereich »Sensorikentwicklung für Energiespeicher«,Fraunhofer-Gesellschaft,Braunschweig,Das Fraunhofer-Institut für Schicht- und Oberflächentechnik IST in Braunschweig ist Partner im »Fraunhofer-Projektzentrum für Energiespeicher und -systeme ZESS«…
Senior Data Scientist (m/w/d),AXA Germany,Köln,"Ein starkes Team und vielseitige Initiativen im Data Science-Umfeld, die allesamt von strategischer Relevanz sind – vom Risk Modelling über Pricing und Process…"
Data Engineer (w/m/d) Aufbau Rechenzentrum IT,MCA Engineering Germany,Hamburg,MCA ist ein internationaler Akteur in der Ingenieurs- und Hightech-Beratung.Unser Know-how und unsere Erfahrung haben wir seit über 25 Jahren in vielen…
Software Development Intern,Amazon Development Center DEU,Tübingen,Robotics-AI is the science team within Amazon’s robotics and automation organization.Delivering hundreds of thousands of products to hundreds of countries…
(Junior) Business Intelligence Engineer (f/m/d),air up GmbH,München,"As our data warehousing expert, you will own, maintain and develop our data warehouse (currently Postgres), drive the migration to a cloud DB solution, and own…"
Medical Information Manager-REF7221C-Berlin,ProPharma Group,Berlin,"A degree in a life science, pharmacy or equivalent.Taking responsibility for ensuring the data entered in the weekly reports is quality checked, by team…"
Software Engineer for experiment control and data acquisition.,European Molecular Biology Laboratory,Hamburg,"While current data rates are on the order of GBytes per second, real-time processing and data evaluation is needed to support scientific workflows."
Working Student - Software Development for Customer Briefing Center (m/f/d),NetApp,München,"Leading organizations worldwide count on NetApp for software, systems and services to manage and store their data.What are we looking for?"
Research,Universität Bielefeld,Bielefeld,Information on the processing of personal data is available https://www.uni-.Prediction connected with big data and machine learning through a set of theory…
Research Assist­ant - salary grade E13 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
Customer Training Expert (m/f/d),Merck KGaA,Darmstadt,"University degree in life science (biology, pharmacy, chemistry), pharmaceutical formulation background mandatory.20% global travel and fluency in English."
"Software Engineer, Simulation Engineering",Argo AI,München,Contribute to the development of a cloud service to run cost-efficient simulations using recorded sensor data at scale for the Verification & Validation of our…
Dualer Student (m/w/d) Wirtschaftsinformatik mit Schwerpunkt Data Science in Unterföhring (2021),Vodafone,Unterföhring,"Bist Du bereit für eine Zukunft, die dank neuer, digitaler Technologien so aufregend sein wird wie nie?Bist Du bereit für Vodafone?So triffst Du z.B."
Spezialist (m/w/d) Künstliche Intelligenz,MD Elektronik,Waldkraiburg,Zusammen mit unseren Tochterunternehmen operieren wir weltweit und sind eines der führenden Unternehmen für Datenübertragungslösungen in Fahrzeugen.
Consultant Group IT (m/w/d) Master Data Governance MDG/PLM,Vaillant,Remscheid,"Successful completion (Master, Bachelor) of a business administration or computer science degree or comparable qualification.TAKING CARE OF A BETTER CLIMATE."
R&D Internship in Cheese & Dairy Department (m/f/d),Mondelēz International,Fallingbostel,"Run small scale simulation trials, a range analytical measurement applying advanced data processing.Dedicated interest and skills in process engineering,…"
Werkstudent (m/w/d) Digitalisierung,Heraeus Holding GmbH,Hanau am Main,Werkstudent (m/w/d) Digitalisierung.Sind Sie offen für ein ungewöhnliches Unternehmen?Der Technologiekonzern Heraeus ist ein weltweit führendes…
Embedded AI Engineer m|w|d,Miele,Gütersloh,"Mitarbeit in interdisziplinären Produktteams, um innovative Prototypen mit Schwerpunkt AI / Data Science zu konzipieren, umzusetzen und zu testen."
Softwareingenieur (m/w/d) Künstliche Intelligenz,MD Elektronik,Waldkraiburg,Zusammen mit unseren Tochterunternehmen operieren wir weltweit und sind eines der führenden Unternehmen für Datenübertragungslösungen in Fahrzeugen.
Dualer Student (m/w/d) Informatik in Düsseldorf (2021),Vodafone,Düsseldorf,"Bist Du bereit für eine Zukunft, die dank neuer, digitaler Technologien so aufregend sein wird wie nie?Bist Du bereit für Vodafone?"
IT Business Analyst (f/m/d) Alternatives Investment Platform - Private Equity,Allianz Global Investors,Frankfurt am Main,Broad understanding of data models and data analytics tools knowledge.Passionate about financial markets and interest in data & technology.
Working Student Software Developer,D4L data4life gGmbH,Potsdam,Data management scripts for conversion of healthcare data.Maintenance of a JVM library used with partners for ingesting data.
Co-Founder & CMO @ MyHomely B2C FinTech Startup (f/m/d),Stryber GmbH,Berlin,"Bachelor's or Master's degree with outstanding academic results, preferably in the field of business, science or engineering.This is where you come in."
Working Student Technical Project Management (m/f/d),e-bot7 GmbH,München,"Student in business administration, business informatics, computer science, management and technology or any related fields.Weekly yoga sessions in the office."
Senior Data Scientist - Candidate Insights Team,SmartRecruiters Inc,Berlin,"Advocacy: Lead data initiatives and foster a data culture, encourage and advocate for a team-wide data-first mindset by connecting data projects to business…"
