title,company,location,description
Service Delivery Manager (m/w/d),Boehringer Ingelheim,Ingelheim am Rhein,Service Delivery Manager (m/w/d)-2012433.Bei Boehringer Ingelheim entwickeln wir bahnbrechende Therapien und innovative Gesundheitslösungen in Bereichen mit…
Research Assist­ant - salary grade E 13 TV-L Ber­liner Hoch­schu­len - 1st qual­i­fic­a­tion period (PhD can­did­ate),Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
1 Stelle - Wiss. Mit­ar­bei­ter*in (d/m/w) - Ent­gelt­gruppe 13 TV-L Ber­li­ner Hoch­schu­len,Technische Universität Berlin,Berlin,Technische Universität Berlin - Fakultät IV - Institut für Telekommunikationssysteme / FG Service-centric Networking.Dr. Küpper unter info@snet.tu-berlin.de.
Systems Engineer (m/f/d),Smaato Inc.,Hamburg,Advanced targeting capabilities and competitive intelligence help publishers optimize their monetization strategy to create data-driven experiences and reach…
IT SPECIALIST (NETWORK SERVICES),US Department of the Air Force,Ramstein-Miesenbach,Applicants must have a Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent…
DevOps Engineer (f/m/d) SAP Event Ticketing,SAP,Sankt Leon-Rot,"In our team you will be responsible for your development projects, this could be back-end, front end, web application, data and application integration, as well…"
IT Compliance Manager (f/m/d),Crosslend GmbH,Berlin,Originators are providing historical data that are used to create prediction models.Who we are looking for.The role will entail the responsibility of handling…
"Engagement Manager, Google Cloud Professional Services",Google,München,"The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and…"
Senior Expert - Embedded AI for Computer Vision (m/w/d),Bosch Group,Hildesheim,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln?Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder…"
Ingenieur (m/w/d) Software-Entwicklung Schwerpunkt IT-Produkte im Retail,MVI PROPLANT Süd GmbH,München,"We’re Driving Digital Mobility - Are you ready?Als Experten für Produktion, Logistik und IT konzipieren und optimieren wir Fabriken ebenso wie…"
Global Senior Manager Supply AH,Boehringer Ingelheim,Ingelheim am Rhein,"Excellent skills in strategy development, data analytics, consolidation as well as PMO, presentation and communication skills.A lot to do despite Corona!"
IT Security Expert Data Protection,Antal International,Berlin,As an expert on information security in data protection (m / f / d) you will support the data protection department and its subsidiaries in fulfilling the…
Supply Chain Manager (m/f/d) - Prime Now/Fresh,Amazon EU SARL(Germany Branch),München,"Highly analytical, capable of turning raw data into information and insights.For this position we expect:Bachelor’s degree in Engineering, Computer Science,…"
DRAM Product Engineer _ Device Analytics,Micron,München,Data extraction and processing (data science).Provide feedback to the Design team based on the characterization data and advice on improvements.
Cyber Incident Handling Analyst 2,SOS International LLC,Wiesbaden,"Be involved in a wide range of security issues including architectures, firewalls, electronic data traffic, and network access."
"Mobile Sites Specialist Engineer, gTech (German)",Google,Hamburg,"Excellent business judgment, data analysis, data-drive decision making, problem-solving, analytical, and troubleshooting skills."
Cyber Security (Senior) Architect (f/m/d) for Data Protection and Privacy,SAP,Walldorf,Good functional knowledge of key data protection regulations e.g. GDPR.As a Cyber Security Architect (f/m/d) you will be responsible for the enterprise data…
(Associate) Developer: JavaScipt/Node.js SAP Cloud Application Programming Model (CAP),SAP,Walldorf,"An excellent university degree (Bachelor, Diploma, Master, PhD) in computer science or related fields like software engineering, physics, mathematics, or…"
Senior JAVA Developer with passion for Big Data Engineering *,GameDuell GmbH,Berlin,"Design and extension of data models.This data is integrated, processed, and made available to a variety of data-driven teams, such as Business Intelligence,…"
Laboratory Head in Lead Discovery / Biophysics (m/f/d),Nuvisan,Berlin,"Proven skills in dealing with large data sets, basic knowledge and skills in scientific computer science and analytical mathematical understanding."
System Engineer (m/w/d) Flight Test,FERCHAU,Manching,"Experience in programming data analysis with MATLAB.Performing flight tests and evaluating flight data.Degree in aerospace engineering, computer science, or a…"
(Associate) Developer for the SAP Data Warehouse Cloud Data Layer (f/m/d),SAP,Walldorf,"University degree in Computer science or a related area.As an (Associate) Developer (f/m/d) in our team, you will work in an innovative cloud development…"
Research assistant for digital teaching (f/m/d),Friedrich-Schiller-Universität Jena,Jena,For information on collecting personal data please refer to www.uni-jena.de/universität/stellenmarkt/datenschutzhinweis.The Abbe Center of Photonics.
Senior Product Manager Amazon Global Payments Products,Amazon EU SARL(Germany Branch),München,Proven numerical and analytical aptitude and an ability to use hard data and metrics to back up assumptions and develop project business cases.
Supervisory General Engineer,US Department of the Army,Grafenwöhr,"Prepares A-E contract documents and records for negotiations, reviews submitted data for technical and functional adequacy, prepares acceptance documents, and…"
Senior Backend Developer (f/m/d),Crosslend GmbH,Berlin,"Originators are providing historical data that are used to create prediction models.Who we are looking for.Based on the predictions, investors can run several…"
Solution Sales Manager (m/w/d) Connected Solutions,NTT,München,Werden Sie Teil unseres innovativen Teams aus hoch motivierten Experten.Unser Bereich Connected Solutions berät unsere Kunden und liefert IT-Lösungen in…
Werkstudent (m/w/x) Softwareentwicklung im Maschinenbau,infoteam Software AG,Erlangen,Werkstudent (m/w/x) Softwareentwicklung im Maschinenbau.Wir bei infoteam realisieren seit fast 40 Jahren spezifische Softwarelösungen für unsere Kunden aus den…
Solution Engineer (m/w/d) Quality & Process Managament,AVANTGARDE Experts,Ingolstadt,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Test Analyst (m/w/d) Service KPIs,AVANTGARDE Experts,München,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Consultant Office365 (m/w/d),AVANTGARDE Experts,Ingolstadt,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Azure Entwickler (m/w/d),GULP Solution Services GmbH,Ulm,Im Auftrag unseres Geschäftspartners suchen wir derzeit einen qualifizierten Software Engineer mit Schwerpunkt Azure Development in Python.
Wissenschaftliche*r Mitarbeiter*in (m/w/d) mit Zielrichtung Promotion am Physiologischen Institut,Christian-Albrechts-Universität zu Kiel,Kiel,"A basic understanding of data analysis and statistics are required.In der AG Ion Channels am Physiologischen Institut, Medizinische Fakultät der Christian-."
IT Systemadministrator Server Operations (m/f) Germany,Job Impulse,Mainz,You must have a degree in computer science (d/m/w) or a related professional background and at least five years of professional experience in Windows-based…
Senior Software Product Manager (m/f/d),infarm,Berlin,"We want for our farms to become cleverer, driven by data science, to create the best growing environment for their specific crops and nurture them to perfection…"
Senior Software Engineer,Cubic Corporation,Hamburg,"Experience in high volume data processing.A university degree in a numerate subject (e.g. computer science, maths, engineering, natural science) or similar…"
"PhD Student (m/f/d) for the Research group on ""Cardiac Remodelling""",Universitätsmedizin Göttingen,Göttingen,Experience with transcriptomic data analysis would be an additional advantage.Trained and highly motivated student (Master of science or equal) or PhD having…
Software Engineer Azure (m/w/d),Randstad Deutschland,Ulm,Von Professionals für Professionals: Unser Tochterunternehmen GULP sucht aktuell im Auftrag eines Geschäftspartners einen qualifizierten Azure Entwickler mit…
Senior Frontend Developer (f/m/d),Crosslend GmbH,Berlin,Originators are providing historical data that are used to create prediction models.Who we are looking for.Js or React knowledge and experience in full-stack…
Lead Product Manager,SmartRecruiters Inc,Berlin,Leverage data science to generate flexible and accurate models to drive user behavior.Your decisions are influenced by data.We would like to hear from you.
Azure Developer (m/w/d),Randstad Deutschland,Ulm,Von Professionals für Professionals: Unser Tochterunternehmen GULP Solution Services sucht derzeit für ein Unternehmen der Automobilbranche am Standort Ulm…
Software Engineer Azure (m/w/d),GULP Solution Services GmbH,Ulm,Möchten Sie als Informatiker die digitale Welt von morgen intelligenter machen?Für unseren leistungsstarken Klienten aus dem Automobilsektor suchen wir aktuell…
IT Senior Software Developer DSL Domaine,Antal International,Nürnberg,You have successfully completed a degree in (business) computer science or mathematics and have at least three years of professional experience in software…
Cloud Developer (m/w/d),Hays,Berlin,"Mitarbeiten an neuen, innovativen Services im Bereich des Industrial Internet of Things (IIoT).Testen, Integrieren und Bewerten neuer Technologien."
Senior Solution Architect Public Key Infrastructure (m/f/d),BASF,Ludwigshafen am Rhein,You have a degree in computer science or have completed a higher formal vocational training program in technology or engineering in the field of IT or computer…
Cyber Incident Handling Analyst 3,SOS International LLC,Wiesbaden,"Be involved in a wide range of security issues including architectures, firewalls, electronic data traffic, and network access."
Senior Softwareentwickler/-Architekt Cloud und IoT,SyroCon Consulting,Eschborn,"Die SyroCon AG ist ein Beratungs- und Software-Entwicklungsunternehmen mit den Schwerpunkten Cloud Solutions, Autonomous Driving Technologies, Data Analytics,…"
Change Manager (m/w/d) Modern Workplace,AVANTGARDE Experts,Ingolstadt,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Consultant Sharepoint (m/w/d),AVANTGARDE Experts,Ingolstadt,"AVANTGARDE Experts vermittelt deutschlandweit Software-Engineering-Experten für Webentwicklung, Mobile, Data Science, AI und in vielen weiteren Bereichen –…"
Cloud-Architekt (m/w/d),Hays,Berlin,"Mitarbeiten an neuen, innovativen Services im Bereich des Industrial Internet of Things (IIoT).Testen, Integrieren und Bewerten neuer Technologien."
Senior Java Developer/Lead with Microservices (all genders) - German speaker,Publicis Sapient,München,"Degree in computer science, physics, mathematics or equivalent.As digital pioneers with 20,000 people and 53 offices worldwide, our experience spanning…"
Java Softwareentwickler / Machine Learning,Brunel,Karlsruhe,Interessieren Sie sich für das hochspannende Thema Machine Learning und sind sicher im Umgang mit Java-Programmierung?
Data Scientist (m/w/d),AKKA TECHNOLOGIES,Leipzig,"Konzeptionierung und Aufbau von Big Data Plattformen.Durchführung von Datenanalysen, Erstellung und Prüfung von Arbeitshypothesen sowie Aufbereitung der Daten."
Programmer / data scientist (f/m/d),Helmholtz-Zentrum Dresden-Rossendorf,Freiberg,"Good or very good degree (equivalent to Diplom or Master) in a STEM/ MINT field with focus on data science and data analysis (e.g. Data Science, Statistics,…"
"Junior Advisor (m/f/d) Data Science in the Division for Methods, Digital Transformation, Innovation",Deutsche Gesellschaft für Internationale Zusammena...,Eschborn,"Support advising development cooperation projects on data-related topics such as data collection standards, data privacy principles and monitoring systems."
Frontend Development and Data Visualization (Full-time Employee),OroraTech,München,"You have an interest in geospatial data and data visualization.Work closely together with our backend engineers, data scientists, and designers."
Junior Data Engineer (m/w/d),SKS Unternehmensberatung,Deutschland,"Du legst Wert auf eine Unternehmenskultur, in der flache Hierarchien sowie Kommunikation auf Augenhöhe tatsächlich gelebt werden?"
Data Scientist / Analyst (m/w/d),borek.digital,Braunschweig,Ein Familienunternehmen mit Startup Flair!Die MDM Münzhandelsgesellschaft mbH & Co. KG Deutsche Münze - kurz MDM - ist als Versandhandelsunternehmen…
Senior Data Scientist,Simplaex GmbH,Berlin,The engineering & ETL work to process all customer data is done by our data team – who deliver to your ML team data from all customers in a unified format.
(Junior) Data Scientist (f/m/d) for HANA & Analytics Design,SAP,Walldorf,Knowledge of a programming language to perform data analysis and visualization.Create in-product prototypes within our HANA & Analytics application portfolio;…
Intern (f/m/d): Data Scientist for Digital Learning Content Creation,SAP,Berlin,"Draft text and scripts for learning materials on data science-related topics.Studying preferably in the fields: data science, business intelligence or Business…"
Several Data Processing Assistants (DPAs) wanted on a freelance basis,Max-Planck-Institut für Menschheitsgeschichte,Jena,The DPA will assist in processing the audio data collected during fieldwork with the following duties:Several Data Processing Assistants (DPAs) wanted on a…
Werkstudent/in im Bereich Informatik / Data Science,Vattenfall,Hamburg,Für die Vattenfall Energy Trading GmbH suchen wir ab 01.02.2021 für 2-3 Tage pro Woche eine/n engagierte/n.Werkstudent/in im Bereich Informatik / Data Science.
Senior Data Scientist,scoutbee,Berlin,Excellent knowledge of Python and its data science and deep learning libraries.As an experienced data scientist and data wrangler you are driven to make sense…
Technology Consultant (w/m/d) Data Science & Analytics,Campana & Schott Business Services GmbH,Stuttgart,"Beraten, begeistern, bewegen: Spitzen-Consulting braucht Leidenschaft.Wir bei Campana & Schott sorgen dafür, dass technologische, organisatorische oder…"
Werkstudent Data Scientist & Data Analytics (m/w/d),rku.it GmbH,Herne,Du unterstützt in der Entwicklung einer zukunftsfähigen Datenstrategie für rku.it und der Analyse unstrukturierter Datenbestände aus unterschiedlichen…
Praktikant (w/m/d): Data Scientist for Digital Learning Content Creation,SAP,Berlin,"Die SAP wurde 1972 von fünf Kollegen ins Leben gerufen, die etwas Neues auf die Beine stellen wollten.Gemeinsam erfanden sie Unternehmenssoftware neu und…"
Praktikum: Cost of Non Quality Data analyst & programming,Airbus,Donauwörth,"Basically, you should be familiar with big volume data analysis and reporting tools.The quality data comes from various sources (such as SAP and a Non…"
Praktikant Data Analytics (m/w/d),The Retail Performance Company,München,"Rpc – The Retail Performance Company ist eine Beratung, die Unternehmen bei vertrieblichen Fragestellungen unterstützt.Folgen Sie uns auf LinkedIn und XING ."
Growing with Science (m/f/d),KWS Group,Einbeck,“Smart or Digital farming” enables tailored cultivation of the field based on data analysis and digitally controlled machines.Come and be a part of it.
Data Engineer (m/f/d),MSD,Haar,You will enable the analytics and data science teams to turn data into insights.5+ years’ work experience as data engineer or data architect.
Praktikant (m/w/d) im Bereich Big Data Analytics,MAN Truck & Bus,Nürnberg,MAN Truck & Bus ist einer der führenden europäischen Nutzfahrzeughersteller und Anbieter von Transportlösungen.This position is located at the.
Data Pipeline Engineer (m/f/x),Celonis,München,"… have experience with data pipelines and ETL processes, ideally for larger volumes of data.… have a university degree in the area of computer science or a…"
Praktikum – Data Analytics im Audi Production Lab (m/w/d),AUDI AG,Ingolstadt,Das Audi Production Lab ist die Zukunftswerkstatt für den Geschäftsbereich Produktion und Logistik der AUDI AG.Sie denken kreativ und lösungsorientiert.
(Senior) Manager (m/w/d) – als Experte für Data Analytics/Science und Business Intelligence,SKS Unternehmensberatung,Frankfurt am Main,"Du legst Wert auf eine Unternehmenskultur, in der flache Hierarchien sowie Kommunikation auf Augenhöhe tatsächlich gelebt werden?"
Conversational AI/ML - Intern,FixFirst,Home Office,"Computer science or similar studies in senior Bachelor or early Master semester.Research, test and develop conversational interfaces as well as ML/AI & data…"
"Intern (m/f/d) in the Team ESG & Climate Solutions for Allianz SE Reinsurance, Munich",Allianz SE Reinsurance,München,"Academic interest in climate change science, disaster risks, sustainability and/or development economics.Our range of activities include reinsurance, capital…"
Doctoral Researcher (m/f/d),Martin-Luther-Universität Halle Wittenberg,Halle (Saale),"A clear drive to do science.And implements our mission to do great science.In synthesis, making use of available data from previous projects."
Working Student (m/f/d) Project management Medical and Scientific Affairs,Olympus Europa SE & Co. KG (OEKG),Hamburg,"To support tasks related to data science, data visualization and data auditing.To optimize or develop reports with data from our compliance software."
Internship: Behavioural modelling of system functions for the space segment of the LISA science constellation,Airbus,Friedrichshafen,"Model-based system engineering (MBSE) for the LISA science mission.Implement data exchange between Cameo and other engineering tools (e.g. DOORS, Matlab,…"
Digital Biomarker Data Analyst for sleep recordings (m/f/d),Hays,Basel,"Develop robust algorithms of quality controls for the sleep sensor data.Very good university degree in engineering, computer science or neuroscience."
Marketing Data Specialist (m/w/d),JobRad GmbH,Freiburg,"In dieser Funktion hast du das Ziel, Daten zu Märkten, Zielgruppen, Kunden, Prozessen und zukünftigen Trends für das Marketing zu analysieren und dadurch für…"
Experienced Platform Developer (All Gender)- AEP oder Data Science,Accenture,Dortmund,"Als global führende Unternehmensberatung, innovative Experience Agency und Technology Powerhouse leistet Accenture Interactive Pionierarbeit."
Clinical Data Manager II or Senior,Clinical Solutions,Berlin,"We combine deep science with deep data from advanced technological platforms, then layer on specialized expertise in the design and execution of targeted,…"
Doctoral Researcher (m/f/d),Martin-Luther-Universität Halle Wittenberg,Halle (Saale),"A clear drive to do science.And implements our mission to do great science.Research, and thus, encourages to become engaged in synthesis, making use of…"
Frontend Development and Data Visualization (Intern/Working Student),OroraTech,München,"You have an interest in geospatial data and data visualization.Work closely together with our backend engineers, data scientists, and designers."
Python Engineer,TrailStone Group,Berlin,"Work in a cross-functional team with engineers, business analysts, traders and data scientists.Design, develop and maintain microservices, ETL jobs and system…"
Operations Tech Engineer Intern DACH (f/m/d),HelloFresh,Berlin,"As an Operations Tech Engineer Intern for HelloFresh DACH, you will be supporting one of our teams - e.g. either Growth or Supply Chain Operations - and…"
Student Assistant (w/m/d),Leibniz-Gemeinschaft,Bremen,"Opportunity to learn and develop skills in social science research.Familiarity with quantitative or qualitative data handling, processing and analysis."
Senior Data Engineer,Lynx Analytics,Düsseldorf,"Implement the data ingestion subsystem and the data analysis pipelines.To succeed in this role, you will have extensive experience in data engineer or data…"
Projektmanager Data & Analytics (m/w/d),Fressnapf Tiernahrungs GmbH,Krefeld,Die Fressnapf-Gruppe ist europäischer Marktführer für Heimtierbedarf und feiert in diesem Jahr 30-jähriges Jubiläum.Hierfür suchen wir dich als:
Junior Legal Counsel,Freeletics GmbH,München,"Legal consulting on practice-oriented solutions in the field of e-commerce (consumer laws, competition law and data protection).Bi-annual in-house hackathons."
Research Assist­ant-PostDoc - salary grade E 14 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,"The main focus is on tasks in the following areas: Big Data Management, Big Data Architectures and Benchmarking Processing of high data volumes and low latency,…"
Lehrstuhl für Informatik mit Schwerpunkt Data and Knowledge Engineering (W 3),Universität Passau,Passau,"Die Universität Passau genießt durch exzellente Forschung, innovative Lehre und ein dich-.Tes internationales Netzwerk hohe Sichtbarkeit und Ansehen."
Head of Data Platform Engineering (m/f/d),Palas GmbH,Karlsruhe,"Responsibility for designing and implementation of data.Evaluation of new technologies for data processing,.Development and implementation of ETL processes."
(Senior) Data Scientist - Marketing Tech (f/m/d),Delivery Hero,Berlin,"Strong hands-on technical experience in data science and ML, focusing on structured data problems: time series, classification, regression, clustering."
Lehrstuhl für Informatik mit Schwerpunkt Data and Knowledge Engineering (W 3) - englische Fassung,Universität Passau,Passau,"Among these areas, data engineering in data science projects, as well as the design of infra-.Data integration, particularly data cleaning."
Service Manager (m/f/d),Allianz Technology SE,München,"It controls their access to IT systems, services and data as well as reporting and analytic services to support OE auditing and compliance requirements."
Supply Chain Analyst (m/f/d) Medical Repair Service,Olympus Europa SE & Co. KG (OEKG),Jenfeld,Oversee the management of Olympus data architecture and support with ideas like state of the art technology and data visualization techniques as well as…
Consultant Business Intelligence – Data Analytics,ConVista Consulting AG,Köln,"Für unser Fokusfeld Finance and Analytics suchen wir einen lösungsorientierten und teamfähigen Consultant (Mensch*) in Köln, zur Unterstützung unserer…"
Data Team Lead (m/f/d),Friendsurance,Berlin,"3+ years of hands-on implementation experience in the field of data engineering or data science, preferably having delivered data solutions end to end."
Postdoc (m/f/d),Universitätsklinikum Essen,Essen,We use your data exclusively for application purposes in accordance with the applicable data protection regulations. You are proficient in English.
Lab Team Leader Electrochemistry (m/f/d),BASF,Ludwigshafen am Rhein,"Above-average Ph.D. in chemistry, materials science, process engineering or a comparable field of study.Experience in data analysis (e.g. via Matlab, Python or…"
Talent Acquisition Manager,Dalia Research,Berlin,"Founded in 2013 and headquartered in Berlin, Dalia harnesses the app economy and advanced data science to distribute millions of micro surveys worldwide to…"
"Software Engineering Manager, Privacy",Google,München,"Create scalable solutions, tools and infrastructure for privacy and data protection.From developing and maintaining our data centers to building the next…"
Senior Data Analyst - Product (m/f/x),Trade Republic Bank GmbH,Berlin,Familiar with collaborating with dedicated data engineering and data science teams.Proactively identify high-impact data project opportunities with the product…
Junior Paid Social & Programmatic Manager (w/m/d),Zalando,Berlin,"Gained at least 1 year experience in Digital Advertising within an Agency or Advertiser and hold a university degree in either marketing, data science, business…"
Head of Tools and Process Excellence,Merck KGaA,Darmstadt,"Ensure strong collaboration and continuous, data-driven improvement of commercial business processes.Develop and maintain process and training documentation,…"
(Senior) Researcher (f/m/d) for Academic Partnerships - SAP Innovation Center Network,SAP,München,"Proven track record of applying research and innovative concepts to real-world use cases, preferably with a focus on data management, data analysis, cloud…"
(Junior) Information Security Consultant (m/w/d),SWARCO AG,Berlin,"Completed studies (Uni/FH) with focus on computer science, IT security, IT law, data protection, business continuity management or comparable fields of study."
Kooperatives/Duales Studium Praktische Informatik - Beginn: Oktober 2021 - Bachelor of Science,Software AG,Saarbrücken,Im Rahmen des kooperativen/dualen Studiengangs Praktische Informatik in Zusammenarbeit mit der HTW Saar erhältst du eine erstklassige Ausbildung bei einem…
DRAM Product Engineer _ High Speed Test,Micron,München,Interpret the data by suitable algorithms.Extract and analyze test and manufacturing parametric data and subsequently correlate them.
Coaching Consultant (dutch native) (f/m/d),CoachHub GmbH,Berlin,Your data will not be passed on to third parties and you can request the deletion of your data at any time.Unsere Vision ist der „Persönliche Coach“ für jeden…
Business Operations Lead (EMEA Region),Johnson & Johnson Family of Companies,Deutschland,"Have a highly analytical mind, comfortable working with, joining and analysing data.Using appropriate reports and provides oversight to ensure quality of key…"
Staff Threat Research Engineer,Netskope,München,"Working with the data science, engineering, and product teams to feed the insights from your research back into the product."
Wissenschaftliche*r Mitarbeiter*in »Finanzmathematik«,Fraunhofer-Gesellschaft,Kaiserslautern,Die Abteilung Finanzmathematik am Fraunhofer ITWM entwickelt kundenspezifische Lösungen in vielen Bereichen der Finanzmathematik und Data Science.
Senior Machine Learning Engineer (m/w/d),AutoScout24,München,"Managing data dependencies and interfaces.Verifying and ensuring data and model quality.Implementing and evaluating algorithms, data preprocessing, automated…"
Innovation Manager (w/m/d),Lana Labs GmbH,Berlin-Kreuzberg,Unternehmen auf der ganzen Welt verlieren Milliarden durch ineffiziente Prozesse.Und unser globales Ökosystem auch.Ein super Team hochtalentierter Menschen.
Process Manager MDM - Build and Deploy,Boehringer Ingelheim,Ingelheim am Rhein,"Design of master data management processes,.Diploma or master’s degree in the field of (business) computer science, business administration, industrial…"
"Sales Engineer, EMEA DACH",EDB,Köln,"If you work with developers or data scientists or anyone wrangling data, you’ll probably see a sticker with the tusks and trunk of the Postgres elephant on the…"
Postdoctoral Researcher in the field of Cancer Biology,Deutsches Krebsforschungszentrum,Berlin,Experience in data analysis and presentation.At least basic experiences with analysis of larger data sets using R-based tools (or similar) would be desirable.
Praktikant im Bereich Digital Transformation (m/w/d),MTU Maintenance Berlin-Brandenburg GmbH,Berlin,Jedes dritte Flugzeug fliegt mit unserer Technologie.Wir gestalten die Zukunft der Luftfahrt.Unser Team in Ludwigsfelde bei Berlin sucht Sie als:
Research Assist­ant - 0.75 work­ing time - salary grade E13 TV-L Ber­liner Hoch­schu­len,Technische Universität Berlin,Berlin,"Participation in the archiving of project data,.Please find our data protection notice acc.By submitting your application via email you consent to having your…"
Javascript Developer (m/f/d),Ryte GmbH,München,"We handle huge data, gathering valuable insights and providing all the information businesses need to make the right decisions.Agile thinking is the key."
Senior Project Manager,NetCracker,München,May provide subject matter expertise in technical areas such as telecommunications; data communications; information systems and technology infrastructure…
Expert thinkproject (m/w/d),Strabag,Stuttgart,"Sie betreuen und administrieren die Software thinkproject, sowie weitere Construction Intelligence Softwares und Online-Plattformen.Tel. +49 221 824-2671."
Werkstudent (m/w/d) im Bereich Marketing and Consumer Intelligence,GfK,Nürnberg,"We connect data, science and innovative digital research solutions to provide answers for key business questions around consumers, markets, brands and media."
Lehrstuhl für Mathematische Optimierung (W 3) - englische Fassung,Universität Passau,Passau,"Cies: algorithmically oriented mathematics and theoretical computer science as a formal, the-.Oretical foundation; and computer science with a focus on…"
Scrum Master,Haybury,Berlin,"You will be working with data-driven applications on a long-term, ongoing contract assignment.A fantastic opportunity to join one of the top, most…"
Platform Developer Autonomous and Automated Driving (f/m/x),Mercedes-Benz AG,Sindelfingen,"Develop software for high speed data logging.Embedded diagnostics and logging of huge data streams.In the autonomous driving team, we focus on the development…"
Lehrstuhl für Sustainable Computing (W 3) - englische Fassung,Universität Passau,Passau,Applications of sustainable computing in computer science can be.The postholder will conduct world-class research on methods of computer science for the.
Business Consultant (f/m/d) at Allianz Digital Health GmbH (ADH),Allianz SE (global headquarters),München,"We offer digital health services based on advanced data analytics and a modern IT architecture.At ADH, our mission is to radically innovate the way we think…"
RWE Strategy Lead,UCB S.A.,Monheim,"Collaborating with thought leaders and external research partners to develop real-world data to inform decisions of HCPs, clinical organizations, reimbursement…"
License Manager Library (f/m/d),WHU - Otto Beisheim School of Management,Vallendar,"A university degree, ideally in library or information science, or equivalent.You manage license information, monitor terms and deadlines, maintain user data…"
CBI Software Engineer (m/f/d),Bombardier,Braunschweig,"Bachelor’s or master’s degree in computer science or any other equivalent field or work experience.It covers the full spectrum of solutions, ranging from…"
Senior Data Consultant (m/w/d) - Digital Energy,umlaut AG,Aachen,"Spannende Projekte im Bereich Data Analytics, Big Data und Cloud/Data Architecture in der Energiebranche.Abgeschlossenes Studium der (Energie-)Informatik, Data…"
MES Consultant(w/m),"Enhanced Information Solutions, inc.",Deutschland,Will focus on providing consulting services for our clients in the biotech and pharmaceutical industries.The full-time Manufacturing Execution Systems (MES)…
"Ten­ure-Track-Pro­fess­or­ship, remu­ner­a­tion group W1, fixed term, to be con­tin­ued as a life­time pro­fess­or­ship, remu­ner­a­tion group W2",Technische Universität Berlin,Berlin,Please find our data protection notice acc.By submitting your application via email you consent to having your data electronically processed and saved.
IT Application Development Specialist for DGIS/PRS,The European Central Bank,Frankfurt am Main,"These applications include the Supervisory Banking (SUBA) data system, which collects and disseminates supervisory data, and the IMAS Data Reporting and…"
Recruiter (m/w/d),youCcom GmbH,Essen,"Interesse, Teil der youCcommunity zu werden?Als Recruiter (m/w/d) mit Leidenschaft für IT sorgen Sie für unser qualifiziertes Personal, zunächst primär in den…"
BACKEND DEVELOPER - ENGINE TEAM (F/M/X),Fraugster,Berlin,In cooperation with our Data Science and Analytics team you will enhance our data enrichment platform and implement custom algorithms to power the Fraugster AI…
Business Development Manager - Chemicals (m/w/d) Chromatography and Mass Spectrometry,Thermo Fisher Scientific,Köln,"Communication skills internally including data manipulation, articulating results, and discussing pipeline of opportunities.How will you make an impact?"
"Senior Product Manager, Data Platform (m/f/d)",Taxfix,Berlin,To take Taxfix data-driven culture and self-service data solutions to the next level we are looking for a Senior Product Manager - Data Platform.
Bauexperte / Bauexpertin BIM-Applikationen (m/w/d),Strabag,Köln,"Sie betreuen und administrieren bauspezifische Applikationen mit BIM-Umfeld, wie bspw.Tools für Mängel- oder Fotoerfassung in Modellen, sowie die Kollaboration…"
Lehrstuhl für Zuverlässige Verteilte Systeme (W 3) - englische Fassung,Universität Passau,Passau,"Cies: algorithmically oriented mathematics and theoretical computer science as a formal, the-.Oretical foundation; and computer science with a focus on…"
Digital Consultant - Schwerpunkt Bau(m/w/d),Strabag,Stuttgart,"Betreuung unserer Konzerneinheiten hinsichtlich Digitalisierung, Arbeitsweisen, Projekträumen, Apps und Co.Schulung und Prozessbegleitung/Prozesskoordination…"
Technical Architect,Slack,München,"You ensure detailed integration with other systems and apps, including identity management, eDiscovery, data loss prevention, other SaaS products, and internal…"
Data / Software Engineer mit Fokus Graph Technologien (m/w/d),MINT Solutions,München,Data / Software Engineer mit Fokus Graph Technologien (m/w/d).Mein Mandant betreibt eine der größten und erfolgreichsten Newsplattformen im deutschen Raum.
PhD Student (f/m/d): Computational Methods for Cell Shapes and Elastic Materials – Numerical Integration on Curved Surfaces,Helmholtz-Zentrum Dresden-Rossendorf,Görlitz,"A solid background in computing and natural science.We combine innovative methods from mathematics, theoretical systems research, simulations, data science,…"
Developer - SAP Analytics Cloud QA Team Walldorf,SAP,Walldorf,University degree in computer science or related areas.Work Area: Software-Design and Development.Employment Type: Regular Full Time.WHAT YOU GET FROM US.
